id,cluster_name,authors,a1,title,affiliation,proceeding,location,a2,a3,pages,editor,a4,a5
130,ehrenfeucht1988,"ehrenfeucht, a.; haussler, d.; kearns, m.; and valiant, l.g.",,a general lower bound on the number of examples needed for learning.,,"in proceedings of the first workshop on computational learning theory,","boston, ma:",morgan kaufmann.,1988,139-154.,,,
131,ehrenfeucht1988,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",,a general lower bound on the number of examples needed for learning.,"university of california, computer research laboratory,","technical report ucsc-crl-87-26,","santa cruz, ca,",,1988,,,,jan-uary
132,ehrenfeucht1988,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",,a general lower bound on the number of examples needed for learning.,,"in colt 88: proceedings of the conference on learning,","los altos, ca, 1988.",morgan-kaufmann.,,"pages 110-120,",,,
133,ehrenfeucht1988,"a. ehrenfeucht, d. haussler, m. kearns and l. g. valiant,",,"a general lower bound on the number of examples needed for learning,",,"in: proceedings of the first workshop on computational learning theory (morgan kaufmann,","san mateo, ca,",,1988),,,,139-154.
134,ehrenfeucht1988,"ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.,",,"a general lower bound on the number of examples needed for learning,",,"proceedings of the 1988 workshop on computational learning theory,",,"morgan kaufmann,","1988,",p. 139-154.,,,
135,ehrenfeucht1988,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",,a general lower bound on the number of examples needed for learning.,,"proc. of the 1988 workshop on computational learning theory,","san jose, 1988.",morgan kaufmann.,,,"in d. haussler and l. pitt, editors,",,
136,ehrenfeucht1988,"a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.",,a general lower bound on the number of examples needed for learning.,,"33 proceedings of the 1988 workshop on computational learning theory,",,"morgan kaufmann publishers,","1988,",pp. 139-154.,,,
137,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-261,",,,
138,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,
139,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,
140,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"inf. and computation,",,,1989,"247-266,",,,
141,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant,",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,(1989).,247-251.,,,
142,ehrenfeucht1989,"ehrenfeucht, a., haussler, d., kearns m., & valiant, l.g.","82,",a general lower bound on the number of examples needed for learning.,,"information and computation,",,,(1989).,247-261.,,,
143,ehrenfeucht1989,"ehrenfeucht, a., haussler, d., kearns, m. j., and valiant, l.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,247-261.,,,
144,ehrenfeucht1989,"ehrenfeucht, a., haussler, d., kearns, m., & valiant, l. g.","82,",a general lower bound on the number of examples needed for learning.,,"information and computation,",,,(1989).,247-261.,,,
145,ehrenfeucht1989,"ehrenfeucht, a., haussler, d., kearns, m., & valiant, l.g.",,a general lower bound on the number of examples needed for learning.,,"information and computation 82,",,,(1989).,pp. 247-261.,,,
146,ehrenfeucht1989,"ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,(1989).,247-261.,,,
147,ehrenfeucht1989,"ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,(1989).,267-284.,,,
148,ehrenfeucht1989,"ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.",,a general lower bound on the number of examples needed for learning.,,"information and control 82,",,,(1989).,,,,
149,ehrenfeucht1989,"ehrenfeucht, andrzej; haussler, david; kearns, michael; and valiant,",,leslie 1989. a general lower bound on the number of examples needed for learning.,,information and computation 82,,,,247-261.,,,
150,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.","82 (3) (1989),","a general lower bound on the number of examples needed for learning,",,"information and computation,",,,,247-261.,,,
151,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,
152,ehrenfeucht1989,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-261,",,,
153,ehrenfeucht1989,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,september
154,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.",,"a general lower bound on the number of examples needed for learning. information and computation,",,,"82(3):247251,",,1989,,,,
155,ehrenfeucht1989,"ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.","vol. 82 (1989),",a general lower bound on the number of examples needed for learning.,,"information and computation,",,,,pp. 247-261.,,,
156,ehrenfeucht1989,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,
157,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.","82(3),",a general lower bound on the number of examples needed for learning.,,"information and computation,",,,"1989,",pp. 247-261.,,,
158,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-261,",,,
159,ehrenfeucht1989,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-261,",,,
160,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-261,",,,
161,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and control,",,,1989,"247-251,",,,
162,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. j. kearns and l. g. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,
163,ehrenfeucht1989,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,september
164,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,
165,ehrenfeucht1989,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,september
166,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. j. kearns, and l. valiant.",,"a general lower bound on the number of examples needed for learning. information and computation,",,,"82:247261,",,1989,,,,
167,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-261,",,,
168,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,
169,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.","82(3),",a general lower bound on the number of examples needed for learning.,,"information and computation,",,,"1989,",pp. 247-261.,,,
170,ehrenfeucht1989,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,september
171,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-261,",,,
172,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,september
173,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,
174,ehrenfeucht1989,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.",,"a general lower bound on the number of examples needed for learning. information and computation,",,,"82(3):247251,",,1989,,,,
175,feder1995,"m. feder, y. freund, and y. mansour.",,optimal universal learning and prediction of probabilistic concepts.,,"in proc. of ieee information theory conference,",,"ieee,",1995,page 233.,,,
176,feder1995,"m. feder, y. freund, and y. mansour.",,optimal universal learning and prediction of probabilistic concepts.,,"in proc. of ieee information theory conference,",,"ieee,",1995,page 233.,,,
177,feder1995,"m. feder, yoav freund and yishay mansour,",,"optimal universal learning and prediction of probabilistic concepts,",,,,,,,,"to appear in proc. ieee information theory conference, 1995; published by ieee. 13",
178,feder1995,"m. feder, y. freund, and y. mansour.",,optimal universal learning and prediction of probabilistic concepts.,,"in proc. of ieee information theory conference,",,"ieee,",1995,page 233.,,,
179,freund0000a,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,,,,,,,(to appear).,
180,freund0000a,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,,,,,,,(to appear).,
181,freund1995a,yoav freund.,,boosting a weak learning algorithm by majority.,,"in proceedings of the third annual workshop on computational learning theory,",,,1990,"pages 202-216,",,,august
182,freund1995a,"freund, y.",,"boosting a weak learning algorithm by majority,",,"in 'proceedings of the third annual workshop on computational learning theory',",,,"(1990),",pp. 202-216.,,to appear in information and computation.,
183,freund1995a,"freund, y.",,"boosting a weak learning algorithm by majority,",,"in proceedings of the third annual workshop on computational learning theory,",,,"(1990),",pp. 202-216.,,to appear in information and computation.,
184,freund1995a,"freund, y.",,"boosting a weak learning algorithm by majority,",,"in `proceedings of the third annual workshop on computational learning theory',",,,"(1990),",pp. 202-216.,,,
185,freund1995a,"freund, y.",,boosting a weak learning algorithm by majority.,,"in 3rd annual workshop on computational learning theory,",,,(1990).,pages 202-216.,,,
186,freund1995a,"freund, y.",,boosting a weak learning algorithm by majority.,,"in proceedings of the third annual workshop on computational learning theory,","rochester, ny.",morgan kaufmann.,(1990).,"(pp. 202-216),",,,
187,freund1995a,"freund, y.",,boosting a weak learning algorithm by majority.,,proc. 3rd work. comp. learning theory (pp.,,,(1990).,202-216).,,,
188,freund1995a,"freund, y.",,boosting a weak learning algorithm by majority.,,proceedings of the third annual workshop on computational learning theory (pp.,san francisco:,morgan kaufmann.,(1990).,202-216).,,,
189,freund1995a,"freund, y.",,boosting a weak learning algorithm by majority.,,"in proceedings of the third workshop on computational learning theory,","san mateo, ca.",morgan kaufmann.,1990,202-216.,,,
190,freund1995a,y. freund.,,boosting a weak learning algorithm by majority.,,"in proc. 3rd work. comp. learning theory,",,,1990,"pages 202-216,",,,
191,freund1995a,yoav freund.,,boosting a weak learning algorithm by majority.,,"in proceedings of the third annual workshop on computational learning theory,",,"morgan kaufmann,",1990,pages 202-216.,,,
