ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes
the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",sigmod record,1997,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",acm sigmod record,1999,"('year',)"
the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",sigmod record,1997,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",acm sigmod record,1994,"('year',)"
the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",sigmod record,1997,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",acm sigmod record,1995,"('year',)"
the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",acm sigmod record,1997,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",sigmod record,2003,"('year',)"
the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",acm sigmod record,1997,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",sigmod record,2002,"('year',)"
incremental organization for data recording and warehousing,"s. sudarshan , p. p. s. narayan , rama kanneganti , h. v. jagadish , s. seshadri",vldb,1997,data warehousing and olap for decision support ( tutorial ),"h. v. jagadish , p. p. s. narayan , s. seshadri , s. sudarshan , rama kanneganti",very large data bases,1997,"('title',)"
incremental organization for data recording and warehousing,"h. v. jagadish , p. p. s. narayan , s. seshadri , s. sudarshan , rama kanneganti",very large data bases,1997,cubetree : organization of and bulk incremental updates on the data cube,"s. sudarshan , p. p. s. narayan , rama kanneganti , h. v. jagadish , s. seshadri",vldb,1997,"('title',)"
materialized view selection for multidimensional datasets,"jeffrey f. naughton , amit shukla , prasad deshpande",vldb,1998,materialized view selection for multidimensional datasets,"amit shukla , prasad deshpande , jeffrey f. naughton",very large data bases,1997,"('year',)"
materialized view selection for multidimensional datasets,"jeffrey f. naughton , amit shukla , prasad deshpande",vldb,1998,materialized view selection for multidimensional datasets,"yuqing song , yong shi , aidong zhang",very large data bases,1998,"('authors',)"
materialized view selection for multidimensional datasets,"jeffrey f. naughton , amit shukla , prasad deshpande",vldb,1998,materialized view selection for multidimensional datasets,"amit shukla , prasad deshpande , jeffrey f. naughton",very large data bases,2003,"('year',)"
materialized view selection for multidimensional datasets,"amit shukla , prasad deshpande , jeffrey f. naughton",very large data bases,1998,"olap , relational , and multidimensional database systems","jeffrey f. naughton , amit shukla , prasad deshpande",vldb,1998,"('title',)"
materialized view selection for multidimensional datasets,"amit shukla , prasad deshpande , jeffrey f. naughton",very large data bases,1998,materialized view selection for multidimensional datasets,george colliat,vldb,1998,"('authors',)"
materialized view selection for multidimensional datasets,"amit shukla , prasad deshpande , jeffrey f. naughton",very large data bases,1998,materialized view selection for multidimensional datasets,"jeffrey f. naughton , amit shukla , prasad deshpande",vldb,1996,"('year',)"
materialized view selection for multidimensional datasets,"amit shukla , prasad deshpande , jeffrey f. naughton",very large data bases,1998,materialized view and index selection tool for microsoft sql server 2000,"jeffrey f. naughton , amit shukla , prasad deshpande",vldb,1998,"('title',)"
materialized view selection for multidimensional datasets,"amit shukla , prasad deshpande , jeffrey f. naughton",very large data bases,1998,materialized view selection for multidimensional datasets,"jeffrey f. naughton , amit shukla , prasad deshpande",vldb,2001,"('year',)"
materialized view selection for multidimensional datasets,"amit shukla , prasad deshpande , jeffrey f. naughton",very large data bases,1998,a template model for multidimensional inter-transactional association rules,"jeffrey f. naughton , amit shukla , prasad deshpande",vldb,1998,"('title',)"
materialized view selection for multidimensional datasets,"amit shukla , prasad deshpande , jeffrey f. naughton",very large data bases,1998,materialized view selection for multidimensional datasets,"ling feng , jeffrey xu yu , hongjun lu , jiawei han",vldb,1998,"('authors',)"
materialized view selection for multidimensional datasets,"amit shukla , prasad deshpande , jeffrey f. naughton",very large data bases,1998,materialized view selection for multidimensional datasets,"jeffrey f. naughton , amit shukla , prasad deshpande",vldb,2002,"('year',)"
database indexing for large dna and protein sequence collections,"robert w. irving , malcolm p. atkinson , ela hunt",vldb j.,2002,a database index to large biological sequences,"ela hunt , malcolm p. atkinson , robert w. irving",the vldb journal -- the international journal on very large data bases,2002,"('title',)"
database indexing for large dna and protein sequence collections,"robert w. irving , malcolm p. atkinson , ela hunt",vldb j.,2002,database indexing for large dna and protein sequence collections,"ela hunt , malcolm p. atkinson , robert w. irving",the vldb journal -- the international journal on very large data bases,2001,"('year',)"
orthogonal optimization of subqueries and aggregation,"c &#233; sar galindo-legaria , milind joshi",international conference on management of data,2001,"a robust , optimization-based approach for approximate answering of aggregate queries","milind joshi , césar a. galindo-legaria",sigmod conference,2001,"('title',)"
a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,xquery : a query language for xml,"mary fernandez , daniela florescu , alon levy , dan suciu",acm sigmod record,1997,"('title',)"
a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",sigmod conference,1997,"('venue',)"
a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",acm sigmod record,2003,"('year',)"
a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,is web-site management a database problem ?,"mary fernandez , daniela florescu , alon levy , dan suciu",acm sigmod record,1997,"('title',)"
a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",acm sigmod record,1998,"('year',)"
a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,a multi-paradigm querying approach for a generic multimedia database management system,"mary fernandez , daniela florescu , alon levy , dan suciu",acm sigmod record,1997,"('title',)"
a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,a query language for a web-site management system,"ji-rong wen , qing li , wei-ying ma , hongjiang zhang",acm sigmod record,1997,"('authors',)"
a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",sigmod record,1997,"('venue',)"
a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",acm sigmod record,2003,"('year',)"
a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,the araneus web-base management system,"mary fernandez , daniela florescu , alon levy , dan suciu",acm sigmod record,1997,"('title',)"
a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",sigmod conference,1997,"('venue',)"
a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",acm sigmod record,1998,"('year',)"
a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",acm sigmod record,1997,data grid management systems,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,"('title',)"
a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",acm sigmod record,1997,a query language for a web-site management system,"arun jagatheesan , arcot rajasekar",sigmod record,1997,"('authors',)"
a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",acm sigmod record,1997,a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,2003,"('year',)"
a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",acm sigmod record,1997,catching the boat with strudel : experiences with a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,"('title',)"
a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",acm sigmod record,1997,a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1998,"('year',)"
a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",acm sigmod record,1997,a hypertext query language for images,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,"('title',)"
a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",acm sigmod record,1997,a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",acm sigmod record,1997,"('venue',)"
a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",acm sigmod record,1997,a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1994,"('year',)"
a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",acm sigmod record,1997,a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",acm sigmod record,1997,"('venue',)"
a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",acm sigmod record,1997,a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,2003,"('year',)"
metadata for multimedia documents,"thomas c. rakow , klemens böhm",sigmod record,1994,mpeg-7 and multimedia database systems,"klemens b &#246; hm , thomas c. rakow",acm sigmod record,1994,"('title',)"
metadata for multimedia documents,"thomas c. rakow , klemens böhm",sigmod record,1994,metadata for multimedia documents,"klemens b &#246; hm , thomas c. rakow",acm sigmod record,2002,"('year',)"
metadata for multimedia documents,"klemens b &#246; hm , thomas c. rakow",acm sigmod record,1994,view management in multimedia databases,"thomas c. rakow , klemens böhm",sigmod record,1994,"('title',)"
metadata for multimedia documents,"klemens b &#246; hm , thomas c. rakow",acm sigmod record,1994,metadata for multimedia documents,"thomas c. rakow , klemens böhm",sigmod record,2000,"('year',)"
metadata for multimedia documents,"klemens b &#246; hm , thomas c. rakow",acm sigmod record,1994,standard for multimedia databases,"thomas c. rakow , klemens böhm",sigmod record,1994,"('title',)"
metadata for multimedia documents,"klemens b &#246; hm , thomas c. rakow",acm sigmod record,1994,metadata for multimedia documents,"thomas c. rakow , klemens böhm",sigmod record,2001,"('year',)"
"optimizing queries using materialized views : a practical , scalable solution","per-åke larson , jonathan goldstein",sigmod conference,2001,minicon : a scalable algorithm for answering queries using views,"jonathan goldstein , per - &#197; ke larson",international conference on management of data,2001,"('title',)"
"optimizing queries using materialized views : a practical , scalable solution","per-åke larson , jonathan goldstein",sigmod conference,2001,answering queries using views : a survey,"jonathan goldstein , per - &#197; ke larson",international conference on management of data,2001,"('title',)"
"optimizing queries using materialized views : a practical , scalable solution","per-åke larson , jonathan goldstein",sigmod conference,2001,a scalable algorithm for answering queries using views,"jonathan goldstein , per - &#197; ke larson",international conference on management of data,2001,"('title',)"
"optimizing queries using materialized views : a practical , scalable solution","per-åke larson , jonathan goldstein",sigmod conference,2001,"optimizing queries using materialized views : a practical , scalable solution","jonathan goldstein , per - &#197; ke larson",international conference on management of data,2000,"('year',)"
"optimizing queries using materialized views : a practical , scalable solution","jonathan goldstein , per - &#197; ke larson",international conference on management of data,2001,answering queries using views : a survey,"per-åke larson , jonathan goldstein",sigmod conference,2001,"('title',)"
dna-miner : a system prototype for mining dna sequences,"jiawei han , liangyou chen , jian pei , ying lu , yaqin liao , hasan m. jamil",sigmod conference,2001,dna-miner : a system prototype for mining dna sequences,"jiawei han , hasan jamil , ying lu , liangyou chen , yaqin liao , jian pei",international conference on management of data,1994,"('year',)"
"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues","nelson mendonça mattos , joachim thomas , theo härder , stefan deßloch , bernhard mitschang",vldb j.,1998,"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues","stefan de &#223; loch , theo h &#228; rder , nelson mattos , bernhard mitschang , joachim thomas",the vldb journal -- the international journal on very large data bases,1995,"('year',)"
query caching and optimization in distributed mediator systems,"sibel adali , yannis papakonstantinou , k. selçuk candan , v. s. subrahmanian",sigmod conference,1996,an overview and classification of mediated query systems,"s. adali , k. s. candan , y. papakonstantinou , v. s. subrahmanian",international conference on management of data,1996,"('title',)"
query caching and optimization in distributed mediator systems,"sibel adali , yannis papakonstantinou , k. selçuk candan , v. s. subrahmanian",sigmod conference,1996,query caching and optimization in distributed mediator systems,"klaus r. dittrich , ruxandra domenig",international conference on management of data,1996,"('authors',)"
query caching and optimization in distributed mediator systems,"sibel adali , yannis papakonstantinou , k. selçuk candan , v. s. subrahmanian",sigmod conference,1996,query caching and optimization in distributed mediator systems,"s. adali , k. s. candan , y. papakonstantinou , v. s. subrahmanian",international conference on management of data,1999,"('year',)"
query caching and optimization in distributed mediator systems,"s. adali , k. s. candan , y. papakonstantinou , v. s. subrahmanian",international conference on management of data,1996,description logics for semantic query optimization in object-oriented database systems,"sibel adali , yannis papakonstantinou , k. selçuk candan , v. s. subrahmanian",sigmod conference,1996,"('title',)"
query caching and optimization in distributed mediator systems,"s. adali , k. s. candan , y. papakonstantinou , v. s. subrahmanian",international conference on management of data,1996,query caching and optimization in distributed mediator systems,"domenico beneventano , sonia bergamaschi , claudio sartori",sigmod conference,1996,"('authors',)"
query caching and optimization in distributed mediator systems,"s. adali , k. s. candan , y. papakonstantinou , v. s. subrahmanian",international conference on management of data,1996,query caching and optimization in distributed mediator systems,"sibel adali , yannis papakonstantinou , k. selçuk candan , v. s. subrahmanian",sigmod conference,2003,"('year',)"
design and analysis of parametric query optimization algorithms,sumit ganguly,vldb,1998,implementation and analysis of a parallel collection query language,sumit ganguly,very large data bases,1998,"('title',)"
design and analysis of parametric query optimization algorithms,sumit ganguly,vldb,1998,design and analysis of parametric query optimization algorithms,sumit ganguly,very large data bases,1996,"('year',)"
design and analysis of parametric query optimization algorithms,sumit ganguly,vldb,1998,efficient and extensible algorithms for multi query optimization,sumit ganguly,very large data bases,1998,"('title',)"
design and analysis of parametric query optimization algorithms,sumit ganguly,vldb,1998,design and analysis of parametric query optimization algorithms,sumit ganguly,very large data bases,2000,"('year',)"
design and analysis of parametric query optimization algorithms,sumit ganguly,very large data bases,1998,implementation and analysis of a parallel collection query language,sumit ganguly,vldb,1998,"('title',)"
design and analysis of parametric query optimization algorithms,sumit ganguly,very large data bases,1998,design and analysis of parametric query optimization algorithms,sumit ganguly,vldb,1996,"('year',)"
lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1995,"('year',)"
lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,open object database management systems,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,"('title',)"
lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1994,"('year',)"
lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,grid data management systems & services,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,"('title',)"
lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,2003,"('year',)"
lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,strudel : a web-site management system,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,"('title',)"
lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,lore : a database management system for semistructured data,"alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu",acm sigmod record,1997,"('authors',)"
lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1998,"('year',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,vqbd : exploring semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,"('title',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,lore : a database management system for semistructured data,"sudarshan s. chawathe , thomas baby , jihwang yoo",sigmod record,1997,"('authors',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,2001,"('year',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,lore : a database management system for semistructured data,narendra mohan,sigmod record,1997,"('authors',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1996,"('year',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,mocha : a self-extensible database middleware system for distributed data sources,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,"('title',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,2000,"('year',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,lore : a database management system for semistructured data,"d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",sigmod record,1997,"('authors',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,2003,"('year',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,tigukat : a uniform behavioral objectbase management system,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,"('title',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1995,"('year',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,inferring structure in semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,"('title',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,the mariposa distributed database management system,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,"('title',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1996,"('year',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,acm multimedia '94 conference workshop on multimedia database management systems,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,"('title',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1995,"('year',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,constructing the next 100 database management systems : like the handyman or like the engineer ?,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,"('title',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1994,"('year',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,open object database management systems,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,"('title',)"
lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1994,"('year',)"
the effectiveness of gloss for the text database discovery problem,"luis gravano , anthony tomasic , hector garcia-molina",sigmod conference,1994,the effectiveness of gioss for the text database discovery problem,"luis gravano , h &#233; ctor garc &#237; a-molina , anthony tomasic",sigmod conference,1994,"('venue',)"
the effectiveness of gloss for the text database discovery problem,"luis gravano , anthony tomasic , hector garcia-molina",sigmod conference,1994,the effectiveness of gioss for the text database discovery problem,"luis gravano , h &#233; ctor garc &#237; a-molina , anthony tomasic",international conference on management of data,1999,"('year',)"
t2 : a customizable parallel database for multi-dimensional data,"alan sussman , anurag acharya , joel h. saltz , chialin chang",sigmod record,1998,a foundation for multi-dimensional databases,"chialin chang , anurag acharya , alan sussman , joel saltz",acm sigmod record,1998,"('title',)"
t2 : a customizable parallel database for multi-dimensional data,"alan sussman , anurag acharya , joel h. saltz , chialin chang",sigmod record,1998,t2 : a customizable parallel database for multi-dimensional data,"chialin chang , anurag acharya , alan sussman , joel saltz",acm sigmod record,1997,"('year',)"
t2 : a customizable parallel database for multi-dimensional data,"alan sussman , anurag acharya , joel h. saltz , chialin chang",sigmod record,1998,multi-dimensional resource scheduling for parallel queries,"chialin chang , anurag acharya , alan sussman , joel saltz",acm sigmod record,1998,"('title',)"
t2 : a customizable parallel database for multi-dimensional data,"alan sussman , anurag acharya , joel h. saltz , chialin chang",sigmod record,1998,t2 : a customizable parallel database for multi-dimensional data,"chialin chang , anurag acharya , alan sussman , joel saltz",acm sigmod record,1996,"('year',)"
t2 : a customizable parallel database for multi-dimensional data,"chialin chang , anurag acharya , alan sussman , joel saltz",acm sigmod record,1998,multi-dimensional database allocation for parallel data warehouses,"alan sussman , anurag acharya , joel h. saltz , chialin chang",sigmod record,1998,"('title',)"
t2 : a customizable parallel database for multi-dimensional data,"chialin chang , anurag acharya , alan sussman , joel saltz",acm sigmod record,1998,t2 : a customizable parallel database for multi-dimensional data,"alan sussman , anurag acharya , joel h. saltz , chialin chang",sigmod record,2000,"('year',)"
t2 : a customizable parallel database for multi-dimensional data,"chialin chang , anurag acharya , alan sussman , joel saltz",acm sigmod record,1998,multi-dimensional resource scheduling for parallel queries,"alan sussman , anurag acharya , joel h. saltz , chialin chang",sigmod record,1998,"('title',)"
t2 : a customizable parallel database for multi-dimensional data,"chialin chang , anurag acharya , alan sussman , joel saltz",acm sigmod record,1998,t2 : a customizable parallel database for multi-dimensional data,"alan sussman , anurag acharya , joel h. saltz , chialin chang",sigmod record,1996,"('year',)"
query processing over object views of relational data,"gustav fahl , tore risch",vldb j.,1997,rights protection for relational data,"gustav fahl , tore risch",the vldb journal -- the international journal on very large data bases,1997,"('title',)"
query processing over object views of relational data,"gustav fahl , tore risch",vldb j.,1997,query processing over object views of relational data,"sunil prabhakar , radu sion , mikhail j. atallah",the vldb journal -- the international journal on very large data bases,1997,"('authors',)"
query processing over object views of relational data,"gustav fahl , tore risch",vldb j.,1997,query processing over object views of relational data,"gustav fahl , tore risch",the vldb journal -- the international journal on very large data bases,2003,"('year',)"
query processing over object views of relational data,"gustav fahl , tore risch",vldb j.,1997,on parallel processing of aggregate and scalar functions in object-relational dbms,"gustav fahl , tore risch",the vldb journal -- the international journal on very large data bases,1997,"('title',)"
query processing over object views of relational data,"gustav fahl , tore risch",vldb j.,1997,query processing over object views of relational data,"gustav fahl , tore risch",the vldb journal -- the international journal on very large data bases,1998,"('year',)"
query processing over object views of relational data,"gustav fahl , tore risch",vldb j.,1997,query processing over object views of relational data,sunita sarawagi,the vldb journal -- the international journal on very large data bases,1997,"('authors',)"
query processing over object views of relational data,"gustav fahl , tore risch",vldb j.,1997,query processing over object views of relational data,"gustav fahl , tore risch",the vldb journal -- the international journal on very large data bases,1995,"('year',)"
query processing over object views of relational data,"gustav fahl , tore risch",the vldb journal -- the international journal on very large data bases,1997,groupwise processing of relational queries,"gustav fahl , tore risch",vldb j.,1997,"('title',)"
query processing over object views of relational data,"gustav fahl , tore risch",the vldb journal -- the international journal on very large data bases,1997,query processing over object views of relational data,sunita sarawagi,vldb j.,1997,"('authors',)"
query processing over object views of relational data,"gustav fahl , tore risch",the vldb journal -- the international journal on very large data bases,1997,query processing over object views of relational data,"gustav fahl , tore risch",vldb j.,1995,"('year',)"
report from the nsf workshop on workflow and process automation in information systems,"dimitrios georgakopoulos , stef joosten , marek rusinkiewicz , alexander l. wolf , walt scacchi , amit p. sheth , jack c. wileden",sigmod record,1996,engineering federated information systems : report of efis '99 workshop,"amit sheth , dimitrios georgakopoulos , stef m. m. joosten , marek rusinkiewicz , walt scacchi , jack wileden , alexander l. wolf",acm sigmod record,1996,"('title',)"
report from the nsf workshop on workflow and process automation in information systems,"dimitrios georgakopoulos , stef joosten , marek rusinkiewicz , alexander l. wolf , walt scacchi , amit p. sheth , jack c. wileden",sigmod record,1996,report from the nsf workshop on workflow and process automation in information systems,"amit sheth , dimitrios georgakopoulos , stef m. m. joosten , marek rusinkiewicz , walt scacchi , jack wileden , alexander l. wolf",sigmod record,1996,"('venue',)"
report from the nsf workshop on workflow and process automation in information systems,"dimitrios georgakopoulos , stef joosten , marek rusinkiewicz , alexander l. wolf , walt scacchi , amit p. sheth , jack c. wileden",sigmod record,1996,report from the nsf workshop on workflow and process automation in information systems,"amit sheth , dimitrios georgakopoulos , stef m. m. joosten , marek rusinkiewicz , walt scacchi , jack wileden , alexander l. wolf",acm sigmod record,1999,"('year',)"
report from the nsf workshop on workflow and process automation in information systems,"dimitrios georgakopoulos , stef joosten , marek rusinkiewicz , alexander l. wolf , walt scacchi , amit p. sheth , jack c. wileden",sigmod record,1996,report on first international workshop on real-time database systems,"amit sheth , dimitrios georgakopoulos , stef m. m. joosten , marek rusinkiewicz , walt scacchi , jack wileden , alexander l. wolf",acm sigmod record,1996,"('title',)"
report from the nsf workshop on workflow and process automation in information systems,"dimitrios georgakopoulos , stef joosten , marek rusinkiewicz , alexander l. wolf , walt scacchi , amit p. sheth , jack c. wileden",sigmod record,1996,report from the nsf workshop on workflow and process automation in information systems,"amit sheth , dimitrios georgakopoulos , stef m. m. joosten , marek rusinkiewicz , walt scacchi , jack wileden , alexander l. wolf",sigmod record,1996,"('venue',)"
influence sets based on reverse nearest neighbor queries,"flip korn , s. muthukrishnan",international conference on management of data,2000,nearest neighbor queries,"s. muthukrishnan , flip korn",sigmod conference,2000,"('title',)"
