ltable_authors,ltable_booktitle,ltable_date,ltable_editor,ltable_address,ltable_institution,ltable_journal,ltable_month,ltable_note,ltable_pages,ltable_publisher,ltable_tech,ltable_title,ltable_category,ltable_volume,ltable_year,rtable_authors,rtable_booktitle,rtable_date,rtable_editor,rtable_address,rtable_institution,rtable_journal,rtable_month,rtable_note,rtable_pages,rtable_publisher,rtable_tech,rtable_title,rtable_category,rtable_volume,rtable_year,alteredAttributes,originalRightId
"Kibler, D., & Langley, P.",Proceedings of the Third Euro-pean Working Session on Learning,,,Glas-gow: Pittman.,,,,"Reprinted in J. W. Shavlik & T. G. Di-etterich (Eds.), Readings in Machine Learning. Mor-gan Kaufmann.",(pp. 81-92).,,,Machine learning as an experimental science.,,,(1988).,"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,Machine learning as an experimental science.,,,,"('title',)",1@255
"Kibler, D., & Langley, P.","In Proceedings of the Third European Working Session on Learning,",,,"Edinburgh, UK.",,,,,"pp. 1-12,",,,Machine learning as an experimental science.,,,(1988).,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Machine learning as an experimental science.,,6,(1991).,"('title',)",0@903
"Kibler, D., & Langley, P.","In Proceedings of the Third European Working Session on Learning,",,,"Edinburgh, UK.",,,,,"pp. 1-12,",,,Machine learning as an experimental science.,,,(1988).,"Kibler, D., & Langley, P.","In Sixth National Conference on Artificial Intelligence,",,,"San Mateo, CA.",,,,,"pages 456-460,","Morgan Kaufmann,",,Learning to control a dynamic physical system.,,,(1987).,"('authors',)",0@1279
"Kibler, D. & Langley, P.","In Proceedings of the Third European Working Session on Learning,",,,"Glasgow, Scotland.",,,,,,Pitman.,,Machine learning as an experimental science.,,,(1988).,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Machine learning as an experimental science.,,6,(1991).,"('title',)",0@903
"Kibler, D. & Langley, P.","In Proceedings of the Third European Working Session on Learning,",,,"Glasgow, Scotland.",,,,,,Pitman.,,Machine learning as an experimental science.,,,(1988).,"Kibler, D., & Langley, P.","In Sixth National Conference on Artificial Intelligence,",,,"San Mateo, CA.",,,,,"pages 456-460,","Morgan Kaufmann,",,Learning to control a dynamic physical system.,,,(1987).,"('authors',)",0@1279
Dennis Kibler and Pat Langley.,In Proceedings of the Third European Working Session on Learning.,,,"San Mateo, CA.,",,,,Also appears in Readings in Machine Learning by Shavlik and Dietterich.,,"Pitman Publishing Ltd., London and Morgan Kaufman Publishing,",,Machine learning as an experimental science.,,,1988.,"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,Machine learning as an experimental science.,,,,"('title',)",1@255
Dennis Kibler and Pat Langley.,In Proceedings of the Third European Working Session on Learning.,,,"San Mateo, CA.,",,,,Also appears in Readings in Machine Learning by Shavlik and Dietterich.,,"Pitman Publishing Ltd., London and Morgan Kaufman Publishing,",,Machine learning as an experimental science.,,,1988.,"Aha, D. W., D. Kibler, and M. K. Albert.",,,,,,Machine Learning,,,37-66.,,,Machine learning as an experimental science.,,6:,1991.,"('title',)",1@899
Paul E. Utgoff.,,,,,,"Machine Learning,",,,"161-186,",,,Incremental induction of decision trees.,,4,1989.,"Utgoff, P. E.","in Machine Learning: Proceedings of the Eleventh International Conference,",,,,,,,,pp. 318-325.,"Morgan Kaufmann,",,Incremental induction of decision trees.,,,"(1994),","('title',)",1@1819
"Utgoff, P. E.",,,"In Michalski, Carbonell, & Mitchell (Eds.),","San Mateo, CA:",,"Machine Learning,",,,pp. 107-148.,Morgan Kaufmann.,,Shift of bias for inductive concept learning.,,"Vol. 2, chap. 5,",(1986).,"Brodley, C. E. and Utgoff P. E.",,,,,,"Machine Learning,",,,45-77.,,,Shift of bias for inductive concept learning.,,"19,",(1995).,"('title',)",1@1173
"D. W. Aha, D. Kibler, and M. K. Albert.",,,,,,"Machine Learning,",,,"37-66,",,,Instance-based learning algorithms.,,6,1991.,"Ruby, D., & Kibler, D.","Proceedings, Ninth National Conference on Artificial Intelligence.",,,"San Mateo, CA:",,,,,,AAAI Press.,,Instance-based learning algorithms.,,,(1991).,"('title',)",1@1118
"Fahlman, S., and Lebiere, C.",In Advances in Neural Information Processing Systems,(1989).,,"Denver, CO.",,,,,524-532.,,,The cascade-correlation learning architecture.,,"2,",,P. Datta and D. Kibler.,"In Proceedings of the Twelfth International Conference on Machine Learning,",,,"Tahoe City, CA,",,,,,"pages 158-166,",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,16,1995.,"('title',)",0@721
"C.E. Brodley and P.E. Utgoff,",,,,,,"Machine Learning,",,,45-77.,,,Multivariate decision trees.,,"19,",,"Poggio, T., Fahle, M., and Edelman, S.",,(1992).,,,,"Science,",,,1018-1021.,,,Multivariate decision trees.,,256,,"('title',)",1@462
"C.E. Brodley and P.E. Utgoff,",,,,,,"Machine Learning,",,,45-77.,,,Multivariate decision trees.,,"19,",,"D. W. Aha, D. Kibler, and M. K. Albert.",,,,,,"Machine Learning,",,,"37-66,",,,"Multivariate Decision Trees,",,6(1),1991.,"('title',)",1@981
"C.E. Brodley and P.E. Utgoff,",,,,,,"Machine Learning,",,,45-77.,,,Multivariate decision trees.,,"19,",,"D. W. Aha, D. Kibler, and M. K. Albert.",,,,,,"Machine Learning,",,,"37-66,",,,"Multivariate Decision Trees,",,6,1991.,"('title',)",1@946
"C.E. Brodley and P.E. Utgoff,",,,,,,"Machine Learning,",,,45-77.,,,Multivariate decision trees.,,"19,",,"Clouse, J. A., & Utgoff, P. E.",Proceedings of the Ninth International Conference,,,"San Mateo, CA:",,Machine Learning:,,,(pp. 92-101).,Morgan Kaufmann.,,"Multivariate Decision Trees,",,,(1992).,"('title',)",1@1262
Pazzani M. and Kibler D.,,,,,,"Machine Learning,",,,"57-94,",,,The utility of knowledge in inductive learning.,,9(1),1991.,Carla E. Brodley and Paul E. Utgoff.,,,,,,"Machine Learning,",,,"45-77,",,,The utility of knowledge in inductive learning .,,19,1995.,"('title',)",1@1204
"Pazzani, M., and Kibler, D.",,,,,,Machine Learning,,,57-94.,,,The utility of knowledge in inductive learning.,,9,1992.,Carla E. Brodley and Paul E. Utgoff.,,,,,,"Machine Learning,",,,"45-77,",,,The utility of knowledge in inductive learning .,,19,1995.,"('title',)",1@1204
"Pazzani, M., and Kibler, D.",,,,,,Machine Learning,,,57-94.,,,The utility of knowledge in inductive learning.,,9,1992.,"D. W. Aha, D. Kibler, and M. K. Albert.",,,,,,"Machine Learning,",,,"37-66,",,,"Kibler The utility of knowledge in inductive learning Machine Learning,",,6(1),1991.,"('title',)",1@971
"Utgoff, P. E.",,,,,,"Machine Learning,",,,161-186.,,,Incremental induction of decision trees.,,"4,",(1989b).,P. Utgoff.,,,"In R. Michalski, J. Carbonell, and T. Mitchell, editors,","Los Altos, CA,",,"Machine Learning,",,,pages 163-190.,"Morgan Kaufmann,",,Incremental induction of decision trees.,,"volume 2,",1986.,"('title',)",0@1577
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,pp. 37-66.,,,"Instance-based learning algorithms,",,,"(1991),",David Ruby and Dennis Kibler.,"In Machine Learning : proceedings of the Ninth International Workshop (ML92),",,,,,,,,"pages 379-384,",,,"Instance-based learning algorithms,",,,1992.,"('title',)",0@864
"Utgoff, P. E., Berkman, N. C., & Clouse, J. A.",,,,,,Machine Learning.,,,,,,(in press). Decision tree induction based on efficient tree restructuring.,,,,"Mitchell, T., Utgoff, P., & Banerji, R.",,,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Palo Alto, CA.",,"Machine Learning,",,,pp. 163-190.,"Tioga,",,Decision tree induction based on efficient tree restructuring.,,,(1983).,"('title',)",1@1378
"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Car-bonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kauf-mann,",,Shift of bias for inductive concept learning.,,"Volume II,",,"Utgoff, P.",16 Set Curves Set Curves 17 Set Curves Set Curves 18 Set Curves Set Curves 19,,,,,Connection Science.,,,,,,"Shift of Bias For Inductive Concept Learning,",,,(1989).,"('title',)",1@1726
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,S. E. Fahlman.,,1979.,,"Cambridge, Mass.,",,,,,,"MIT Press,",,The cascade-correlation learning architecture.,,,,"('title',)",0@82
"Pazzani, M., and Kibler, D.",,,,,,Machine Learning,,,57-94.,,,The utility of knowledge in inductive learning.,,9,1992.,"Bruce A. Draper, Carla E. Brodley, and Paul E. Utgoff.",,,,,,"IEEE Transactions on Pattern Analysis and Machine Intelligence,",September,,"888-893,",,,The utility of knowledge in inductive learning.,,16(9),1994.,"('title',)",1@1312
"Utgoff, P.",,,in Hirsh & Cohen,,,,,,pp. 318-326.,,,"An improved algorithm for incremental induction of decision trees,",,,"(1994),","Utgoff, P., and Saxena, S.","In Proceedings of the Fourth International Workshop on Machine Learning,",,,,,,,,115-121.,,,An improved algorithm for incremental induction of decision trees.,,,1987.,"('title',)",0@1590
"S. E. Fahlman,",,(1988).,,,Carnegie-Mellon Computer Science Rpt.,,,,,,CMU-CS-88-162,"An Empirical Study of Learning Speed in Back-propagation Networks,",,,,Scott E. Fahlman.,,1979.,,"Cambridge, MA,",,,,,,"MIT Press,",,Faster learning variations on back-propagation: An empirical study.,,,,"('title',)",1@89
"Fahlman, S. E.",,(1988).,,"Pittsburgh, PA.","Computer Science Department, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in backpropagation networks.,,,,Scott Elliott Fahlman.,,1974.,,,,"Artificial Intelligence,",,,"1-49,",,,"An Empirical Study of Learning Speed in Back-propagation Networks,",,5(1),,"('title',)",0@57
"S. E. Fahlman,",,(1988).,,,Carnegie-Mellon Computer Science Rpt.,,,,,,CMU-CS-88-162,"An Empirical Study of Learning Speed in Back-propagation Networks,",,,,"Fahlman, S. E.",,1992.,"Y. Aloimonos (Ed.),",,,,,,"22-30,",,,"Learning of visual modules from examples: A framework for understanding adaptive visual performance. CVGIP: Image Understanding, Special Issue on Purposive, Qualitative, Active Vision,",,56,,"('authors',)",1@468
"S. E. Fahlman,",,(1988).,,,Carnegie-Mellon Computer Science Rpt.,,,,,,CMU-CS-88-162,"An Empirical Study of Learning Speed in Back-propagation Networks,",,,,"T. Poggio, S. Edelman, and M. Fahle.",,1992.,"Y. Aloimonos (Ed.),",,,,,,"22-30,",,,An empirical study of learning speed in backpropagation networks.,,56,,"('title',)",1@468
D. Kibler & P. Langley.,Proc. 3rd Working Session On Learning (1989),,,,,,,,,,,Machine Learning As An Experimental Science.,,,,"Callan, J. and Utgoff, P.","In Proceedings of the Eighth International Workshop on Machine Learning,",,,"Northwestern University, Chicago, IL,",,,,,"pages 122-126,",Morgan Kauf-mann.,,Machine Learning as an Experimental Science.,,,1991.,"('title',)",0@1218
"Kibler, D. and Langley, P.,",,,"editor,In Sleeman, D.,","Glasgow, UK.",,,October,,"pages 81-92,","Turing Institute, Pitman.",,Machine Learning as an Experimental Science.,,,1988.,"Poggio, T., Fahle, M., and Edelman, S.",,(1992b).,,,,"Science,",,,1018-1021.,,,Machine learning as an experimental science.,,256,,"('title',)",1@463
"AHA, D.W., KIBLER, D. and ALBERT, M.K.",,,,,,"Machine Learning,",,,pp. 37-66.,,,"Instance-based learning algorithms,",,"Vol. 6,","1991,","Pazzani, M., and Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,"Instance-based learning algorithms,",,9,(1992).,"('title',)",0@1076
"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,6(1),1991.,"Pazzani, M., and Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,"Instance-based learning algorithms,",,9,(1992).,"('title',)",0@1076
"D. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,"37-66,",,,Instance-based learning algorithms.,,6(1),1991.,"Pazzani, M., and Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,"Instance-based learning algorithms,",,9,(1992).,"('title',)",0@1076
"D. W. Aha, D. Kibler, and M. K. Albert.",,,,,,"Machine Learning,",,,"37-66,",,,Instance-based learning algorithms.,,6(1),1991.,"Pazzani, M., and Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,"Instance-based learning algorithms,",,9,(1992).,"('title',)",0@1076
"D. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,"37-66,",,,Instance-Based Learning Algorithms.,,6(1),1991.,"Pazzani, M., and Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,"Instance-based learning algorithms,",,9,(1992).,"('title',)",0@1076
"D. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,,,,Instance-based learning algorithms.,,"6(1),",1991.,"Pazzani, M., & Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,Instance-based learning algorithms.,,"9 (1),",(1992).,"('title',)",1@814
"D. W. Aha, D. Kibler, and M. K. Albert.",,,,,,"Machine Learning,",,,"37-66,",,,Instance-based learning algorithms.,,6(1),1991.,"Pazzani, M. J., and Kibler, D.",,,,,,Machine Learning,,,57-94.,,,"Instance-Based Learning Methods,",,9,(1992).,"('title',)",1@1066
"Fahlman, S.","Proc. of the 1988 Connectionist Models Summer School,",1988,,,,,,,,"Morgan Kaufmann,",,Faster-Learning Variations on Back-Propagation: An Empirical Study. In:,,,,"Cardie, C.","Proceedings, Tenth International Conference on Machine Learning.",,"in P. Utgoff (Ed.),","Amherst, MA.","University of Mas-sachusetts,",,,,,,,Faster-learning variations on backpropagation: an empirical study.,,,1993.,"('title',)",0@1231
Michael Pazzani and Dennis Kibler.,,,,,,"Machine Learning,",,,"57-94,",,,The role of prior knowledge in inductive learning.,,9,1992.,"Aha, D. W., Kibler, D., Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,The utility of knowledge in inductive learning.,,"6,",(1991),"('title',)",0@666
"Fahlman, S. E.",,"(1988),",,,Carnegie Mel-lon University.,,,,,,"Technical Report CMU-CS-88-162,","An empirical study of learning speed in back-propagation networks,",,,,"Utgoff, P. E., & Precup, D.",,,,"Amherst, MA: University of Massachusetts,",Department of Computer Science.,,,,,,,"An empirical study of learning speed in back-propagation networks,","(Technical Report 97-04),",,(1997).,"('title',)",0@1865
"Fahlman, S.E.",,(1988),,,"School of Computer Science, Carnegie Mellon University.",,,,,,"CMU-CS-88-162,","An empirical study of learning speed in back-propagation networks,",,,,"Brodley, C. E., & Utgoff, P. E.",,,,,"Dept. of Computer Science, University of Massachusetts at Amherst.",,,,,,,"An empirical study of learning speed in back-propagation networks,","Tech. rep. COINS CR 92-8,",,(1992).,"('title',)",1@1135
"Fahlman, Scott.",,1988.,,,"Department of Computer Science, Carnegie Mellon University.",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in back-propagation networks.,,,,"Brodley, C. E., & Utgoff, P. E.",,,,,"Dept. of Computer Science, University of Massachusetts at Amherst.",,,,,,,"An empirical study of learning speed in back-propagation networks,","Tech. rep. COINS CR 92-8,",,(1992).,"('title',)",1@1135
"Fahlman, S.E.",,,,"Pittsburgh, PA.","Department of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report,","(1988) An Empirical Study of Learning Speed in BackPropagation Networks (CMU-CS-88-162),",,,,"Paul E. Utgoff, Neil C. Berkman, and Jeffery A. Clouse.",,,,,,,,,,,,An empirical study of learning speed in back-propagation networks.,,"29:5,",1997.,"('title',)",0@1857
"Fahlman, Scott.",,1988.,,,"Department of Computer Science, Carnegie Mellon University.",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in back-propagation networks.,,,,"A. Mehra, Z. Wang, and K. Shin,",,,,,,,,"available at ftp://rtcl.eecs.umich.edu/outgoing/ashish/selfparam.ps, June 1998. 27",,,,"(1988) An Empirical Study of Learning Speed in BackPropagation Networks (CMU-CS-88-162),",,,,"('title',)",1@1363
"Aha, D.W., Kibler, D.","Proceedings of the Eleventh International Joint Conference on Artificial Intelligence,",,,,,,,,794-799.,,,"Noise-tolerant instance-based learning algorithms,",,,(1989),"David W. Aha, Dennis Kibler, and Mark K. Albert.",,,,,,"Machine Learning,",,,"37-66,",,,Noise-tolerant instace-based learning algorithms.,,6,1991.,"('title',)",1@895
"Utgoff, P.E.",,,,,pp.161-186.,,,,,,,"Incremental Decision Tress. Machine Learning,","vol.4,",,(1989).,"Utgoff, P.","In Machine Learning,",,,"Los Altos, CA.",,,,,,"Morgan Kaufmann,",,Incremental induction of decision trees.,,volume 2.,(1986).,"('title',)",0@1539
Paul E. Utgoff and Carla E. Brodley.,"In Proceedings of the Seventh International Conference on Machine Learning,",1990.,,"Los Altos, CA,",,,,,"pages 58-65,",Morgan Kauf-mann.,,An incremental method for finding multivariate splits for decision trees.,,,,"B. Buth, K.-H. Buth, M. Franzle, B. v. Karger, Y. Lakhneche, H. Langmaack, and M. Muller-Olm.","Compiler Construction,",1992.,"In U. Kastens and P. Pfahler, editors,",,,,,volume 641 of Lecture Notes in Computer Science.,,"Springer-Verlag,",,An incre-mental method for finding multivariate splits for decision trees.,,,,"('title',)",1@19
"Utgoff, P. E. and Brodley, C. E.","Proceedings of the Ninth National Conference on Artificial Intelligence,",,,,,,,,pages 58-65.,,,An incre-mental method for finding multivariate splits for decision trees.,,6,(1990).,"S. E. Fahlman,","in Proceedings of the 1988 Connectionist Models Summer School,","1988,","D. S. Touretzky, G. E. Hinton, and T. J. Sejnowski,Eds.","San Mateo, CA:",,,,,pp. 38-51.,"Morgan Kaufmann,",,An incremental method for finding multivariate splits for decision trees.,,,,"('title',)",0@140
P. E. Utgoff.,In Machine learning,,,,,,,,,"Morgan Kaufman,",,Shift of bias for Inductive Concept Learning.,,II.,1986.,P. E. Utgoff.,"In Sixth International Workshop on Machine Learning,",,,,,,,,"pages 362-365,",,,Shift of Bias for Inductive Concept Learning.,,,1989.,"('title',)",1@1689
"Pazzani, M. J., & Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,"9,",(1992).,"Fahle, M.",,(1997).,,,,"Vision Research,",,,1885-1895. 66,,,The utility of knowledge in inductive learning.,,"37(14),",,"('title',)",0@47
"Pazzani, M., & Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,The utility of background knowledge in inductive learning.,,"9,",(1992).,"Fahle, M.",,(1997).,,,,"Vision Research,",,,1885-1895. 66,,,The utility of knowledge in inductive learning.,,"37(14),",,"('title',)",0@47
"Utgoff, P. E.,",In Machine Learning: An Artificial Intelligence Approach:,,eds R.,,,,,,,,,Shift of Bias for Inductive Concept Learning.,,"Volume II,",1986.,Scott B. Huffman and John E. Laird.,"Machine Learning: Proceedings of the Tenth International Conference,",,"In P. Utgoff, editor,",,,,,,,,,Shift of bias for inductive concept learning.,,,1993.,"('title',)",0@1343
"Utgoff, P.",Machine Learning: An Artificial Intelligence Approach:,,"In R. Michal ski, J. Carbonell and T. Mitchell (Eds.),",Los Altos:,,,,,(pp. 107-148,Morgan Kaufmann.,,Shift of bias for inductive concept learning.,,Vol II,(1986).,P. E. Utgoff.,"In Sixth International Workshop on Machine Learning,",,,,,,,,"pages 362-365,",,,Shift of Bias for Inductive Concept Learning.,,,1989.,"('title',)",1@1689
Scott E. Fahlman and Christian Lebiere.,"In [16],",1990.,,,,,,,"pages 524-532,",,,The Cascade-Correlation learning architecture.,,,,Paul E. Utgoff and Carla E. Brodley.,"In Proceedings of the Seventh International Conference on Machine Learning,",1990.,,"Los Altos, CA,",,,,,"pages 58-65,",Morgan Kauf-mann.,,The cascade-correlation learning architecture.,,,,"('title',)",1@1759
Scott E. Fahlman and Christian Lebiere.,"In [16],",1990.,,,,,,,"pages 524-532,",,,The Cascade-Correlation learning architecture.,,,,"Pazzani, Michael and Kibler, Dennis 1992.",,,,,,Machine Learning 9(1).,,,,,,The cascade-correlation learning architecture.,,,,"('title',)",1@838
"Utgoff, P. E., & Brodley, C. E.","In Proceedings of the Seventh International Conference on Machine Learning,",,,"Los Altos, CA.",,,,,pp. 58-65.,Morgan Kaufmann.,,An incremental method for finding multivariate splits for decision trees.,,,(1990).,Dunja Mladenic.,"In ML-93 ,",,Editor: Paul E Utgoff..,,,,,,pages 205-211.,,,An incremental method for finding multivariate splits for decision trees.,,,,"('title',)",0@1425
"Utgoff, P. E., & Brodley, C. E.","In Proceedings of the Seventh International Conference on Machine Learning,",,,"Los Altos, CA.",,,,,pp. 58-65.,Morgan Kaufmann.,,An incremental method for finding multivariate splits for decision trees.,,,(1990).,"T. M. Mitchell, P. Utgoff, and R. Banerji.","Machine Learning, vol.",,"In J. G. Carbonell, R. S. Michalski, and T. M. Mitchell, editors,","Palo Alto, Ca,",,,,,,"Tioga,",,An incremental method for finding multivariate splits for decision trees.,,"1,",1983.,"('title',)",1@1408
P. E. Utgoff and J. A. Clouse.,"In Proceedings of the Ninth Annual Conference on Artificial Intelligence,",1991.,,"San Mateo, CA,",,,,,"pages 596-600,",Morgan Kaufmann.,,Two kinds of training information for evaluation function learning.,,,,"Utgoff, P. & Clouse, J.",In Proceedings of the 1988 Connectionist Models Summer School.,1988.,,,,,,,,Morgan-Kaufmann.,,An Empirical Study of Learning Speed in Back-Propagation Networks.,,,,"('authors',)",1@164
P. E. Utgoff and J. A. Clouse.,"In Proceedings of the Ninth Annual Conference on Artificial Intelligence,",1991.,,"San Mateo, CA,",,,,,"pages 596-600,",Morgan Kaufmann.,,Two kinds of training information for evaluation function learning.,,,,"Fahlman, S.E.",In Proceedings of the 1988 Connectionist Models Summer School.,1988.,,,,,,,,Morgan-Kaufmann.,,Two kinds of training information for evaluation function learning.,,,,"('title',)",1@164
P. E. Utgoff and J. A. Clouse.,"In Proceedings of the Ninth Annual Conference on Artificial Intelligence,",1991.,,"San Mateo, CA,",,,,,"pages 596-600,",Morgan Kaufmann.,,Two kinds of training information for evaluation function learning.,,,,Paul E. Utgoff. ID5:,"Proceedings of the Fifth International Conference on Machine Learning,",June 1988.,"In John E. Laird, editor,","San Mateo, CA,",,,,,"pages 107-120,",Morgan Kaufman.,,Two kinds of training information for evaluation function learning.,,,,"('title',)",1@1611
"Scott Fahlman,",,1988.,,,"Department of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,","An Empirical Study of Learning Speed in BackPropagation Networks,",,,,"T. Poggio, S. Edelman, and M. Fahle.",,1992.,"Y. Aloimonos (Ed.),",,,,,,"22-30,",,,An empirical study of learning speed in backpropagation networks.,,56,,"('title',)",1@468
Pazzani M. and Kibler D.,,,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,"9, 1,",(1991).,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,The utility of knowledge in inductive learning.,,6,(1991).,"('title',)",0@903
Micheal J. Pazzani and Dennis Kibler.,,,,,,"Machine Learning,",,,"57-94,",,,The utility of knowledge in inductive learning.,,9,1992.,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,The utility of knowledge in inductive learning.,,6,(1991).,"('title',)",0@903
"Pazzani, M. and Kibler, D.",,,,,,"Machine Learning Journal,",,,57-94.,,,The utility of knowledge in inductive learning.,,9(1),(1992).,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,The utility of knowledge in inductive learning.,,6,(1991).,"('title',)",0@903
"M. Pazzani and D. Kibler,",,,,,,"Machine Learning,",,,"pp. 57-94,",,,"The utility of knowledge in inductive learning,",,"vol.9,",1992.,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,The utility of knowledge in inductive learning.,,6,(1991).,"('title',)",0@903
"Pazzani, M., & Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,"9,",(1992).,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,The utility of knowledge in inductive learning.,,6,(1991).,"('title',)",0@903
"Poggio, T., Fahle, M., and Edelman, S.",,(1992).,,,,"Science,",,,1018-1021.,,,Fast perceptual learning in visual hyperacuity.,,256,,P.E. Utgoff and J.A. Clouse.,"In Proceedings of the Ninth Annual Conference on Artificial Intelligence,",1991.,,"San Mateo, CA,",,,,,"pages 596-600,",Morgan Kaufmann.,,Fast perceptual learning in visual hyperacuity.,,,,"('title',)",0@1780
"Utgoff, P. E.",,,,,,"Connection Science,",,,377-391.,,,Perceptron trees: A case study in hybrid concept representations.,,"1 (4),",(1989).,Utgoff P.E.:,,,,,,Machine Learning,,,"161-186,",,,Perceptron trees: A case study in hybrid concept representations.,,4,1989,"('title',)",1@1687
"Pazzani, M. & Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).,"Aha, D. & Kibler, D.",Proc. IJCAI-89,,,,,,,,pp. 794 799).,,,"The Utility of Knowledge in Inductive Learning,",,,(1989).,"('title',)",1@554
"Mitchell, T., Utgoff, P., & Banerji, R.","Machine learning: An artificial intelligence approach,",,"In Michalski, R., & et al. (Eds.),",,,,,,,Morgan Kaufmann.,,Learning by experimentation: Acquiring and refining problem-solving heuristics.,,Vol. 1.,(1983).,"A. Mehra, Z. Wang, and K. Shin,",,,,,,,,"available at ftp://rtcl.eecs.umich.edu/outgoing/ashish/selfparam.ps, June 1998. 29",,,,Learning by Experimentation: Acquiring and Refining ProblemSolving Heuristics,,,,"('title',)",1@1362
"Utgoff, P.E.",,,,"Amherst, MA.","University of Massachusetts, Department of Computer Science,",,,,,,,"Decision Tree Induction Based on Efficient Tree Restructuring,","Technical Report 95-18,",,"(1996),","Utgoff, P. E.",,,,,,,,,,,,"Decision tree induction based on efficient tree restructuring. Machine Learning,",,"29:5,",1997.,"('authors',)",1@1857
"Utgoff, P.E.",,,,"Amherst, MA.","University of Massachusetts, Department of Computer Science,",,,,,,,"Decision Tree Induction Based on Efficient Tree Restructuring,","Technical Report 95-18,",,"(1996),","Paul E. Utgoff, Neil C. Berkman, and Jeffery A. Clouse.",,,,,,,,,,,,"Decision tree induction based on efficient tree restructuring. Machine Learning,","Technical Report 05-18,","29:5,",1997.,"('category',)",1@1857
P. E. Utgoff and C. E. Brodley.,"In Proceedings of the Seventh International Conference on Machine Learning,",,,"Los Altos, CA,",,,,,"pages 58-65,",Morgan Kaufmann.,,An incremental method for finding multivariate splits for decision trees.,,16,1990.,P. E. Utgoff.,"In Sixth International Workshop on Machine Learning,",,,,,,,,"pages 362-365,",,,An incremental method for finding multivariate splits for decision trees.,,,1989.,"('title',)",1@1689
"Utgoff, P.","In Machine Learning,",,,"Los Altos, CA.",,,,,,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,volume 2.,(1986).,"P. E. Utgoff, N. C. Berkman, and J. A. Clouse.",,,,,,"Machine Learning,",October,,,,,Shift Of Bias For Inductive Concept Learning.,,,1997.,"('title',)",0@1859
