ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,id
Arsenal Imperial Red Ale,Great River Brewery,American Amber / Red Ale,9.00 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2473
Tst Brw 01 - Imperial Red Ale,Brouwerij De Koninck NV,American Amber / Red Ale,7.80 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2474
Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2475
Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,American Amber / Red Ale,8.90 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2476
Barrel Aged Imperial Red Ale,Boone Valley Brewing,American Amber / Red Ale,9.99 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2477
Ale Mania Imperial Red Ale,Ale-Mania,American Amber / Red Ale,9.50 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2478
Imperial Moustache Red Ale,Salty Nut Brewery,American Amber / Red Ale,6.00 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2479
Red 88 Imperial Amber Ale,River City Brewing Co. .,American Amber / Red Ale,8.00 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2480
Imperial Red Ale ( Spring Seasonal ),Edge Brewing Company,American Amber / Red Ale,8.50 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2481
Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2482
Ulysses Imperial Red Ale,Barley 's Brewing Company,American Amber / Red Ale,-,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2483
Sledgehammer Imperial Red Ale,Cambridge Brewing Company,American Amber / Red Ale,7.75 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2484
Roundabout Imperial Red Ale,Bonfire Brewing Co. .,American Amber / Red Ale,8.80 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2485
Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2486
Double Mongrel Imperial India Red Ale,Aspetuck Brew Lab,American Amber / Red Ale,9.00 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2487
Starlord 's Mixtape / Groot Drank Imperial Red Ale,Charging Hippo Brewing Co. .,American Amber / Red Ale,8.20 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2488
Commander Clifford _ ™ s Imperial Red Ale,The Wrecking Bar Brewpub,American Amber / Red Ale,9.00 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2489
Spotlight Series - Team Miller / Tomei REDiculous Imperial Red Ale,Stone Brewing Co. .,American Amber / Red Ale,9.70 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2490
Photobomb Imperial Red Ale,Crooked Ladder Brewing Company,American Amber / Red Ale,8.50 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2491
Democratic Imperial Red Ale,BrewDog,American Amber / Red Ale,9.00 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2492
Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,2493
Lagunitas Imperial Red Ale,Lagunitas Brewing Company,American Amber / Red Ale,7.80 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2494
Tongue Buckler - Imperial Red Ale,Ballast Point Brewing Company,American Amber / Red Ale,10.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2495
Red-oric - Beer Camp # 65 ( Best Of Beer Camp : Imperial Red Ale ),Sierra Nevada Brewing Co. .,American Amber / Red Ale,8.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2496
Alaskan Imperial Red Ale ( Pilot Series ),Alaskan Brewing Co. .,American Amber / Red Ale,8.50 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2497
Double Dread Imperial Red Ale,Mad River Brewing Company,American Amber / Red Ale,8.60 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2498
Imperial Red Ale,Epic Brewing Company,American Amber / Red Ale,7.70 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2499
6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Kern River Brewing Company,American Amber / Red Ale,8.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2500
Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2501
Elector Imperial Red Ale,New Albanian Brewing Company - Pizzeria and Public House,American Amber / Red Ale,7.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2502
Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2503
Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,7.50 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2504
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2505
Starfish Imperial Red Ale,Fish Brewing Company / Fishbowl Brewpub,American Amber / Red Ale,7.50 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2506
Eruption Imperial Red Ale,Worthy Brewing Co. .,American Amber / Red Ale,8.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2507
Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2508
West Sixth / Country Boy Country Western ( Volume 3 Imperial Red Ale ),West Sixth Brewing Company,American Amber / Red Ale,13.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2509
Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2510
Red Dread Imperial Red Ale,Bitter Root Brewing,American Amber / Red Ale,8.24 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2511
Rhino Chaser Imperial Red Ale,Pizza Port Solana Beach,American Amber / Red Ale,9.50 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2512
BJ 's Imperial Red Ale,BJ 's Restaurant & Brewhouse,American Amber / Red Ale,9.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2513
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2514
Saint Gleason Imperial Red Ale,Abita Brewing Co. .,American Amber / Red Ale,-,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2515
Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2516
Exxpedition Imperial Red Ale,Drake 's Brewing Co. .,American Amber / Red Ale,8.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2517
Naughty Redhead Imperial Red Ale,Sick N Twisted Brewing Co. .,American Amber / Red Ale,8.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2518
Brewmaster 's Reserve Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,9.20 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2519
Red Dragon Imperial Red Ale,Dead Frog Brewing,American Amber / Red Ale,8.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2520
Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Amber / Red Ale,8.60 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2521
Arthur 's Imperial Red Ale,Otto 's Pub and Brewery,American Amber / Red Ale,6.90 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2522
Red 's Heaven 15th Anniversary Imperial Red Ale,Flying Bison Brewing Company,American Amber / Red Ale,8.30 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2523
Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2524
Stupiphany Imperial Red Ale,Rusty Truck Brewing Company / Roadhouse 101,American Amber / Red Ale,8.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2525
Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2526
Merry Prankster Imperial Red Ale,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,4.56 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2527
C N Red Imperial Red Ale,Redwood Lodge,American Amber / Red Ale,8.10 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2528
Channary Imperial Red Ale,Narrows Brewing Co. .,American Amber / Red Ale,9.40 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2529
Red Dirt Imperial Red Ale,Wiley Roots Brewing Co,American Amber / Red Ale,8.20 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2530
Arsenal Imperial Red Ale,Great River Brewery,American Amber / Red Ale,9.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2531
Tst Brw 01 - Imperial Red Ale,Brouwerij De Koninck NV,American Amber / Red Ale,7.80 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2532
Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2533
Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,American Amber / Red Ale,8.90 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2534
Barrel Aged Imperial Red Ale,Boone Valley Brewing,American Amber / Red Ale,9.99 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2535
Ale Mania Imperial Red Ale,Ale-Mania,American Amber / Red Ale,9.50 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2536
Imperial Moustache Red Ale,Salty Nut Brewery,American Amber / Red Ale,6.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2537
Red 88 Imperial Amber Ale,River City Brewing Co. .,American Amber / Red Ale,8.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2538
Imperial Red Ale ( Spring Seasonal ),Edge Brewing Company,American Amber / Red Ale,8.50 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2539
Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2540
Ulysses Imperial Red Ale,Barley 's Brewing Company,American Amber / Red Ale,-,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2541
Sledgehammer Imperial Red Ale,Cambridge Brewing Company,American Amber / Red Ale,7.75 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2542
Roundabout Imperial Red Ale,Bonfire Brewing Co. .,American Amber / Red Ale,8.80 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2543
Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2544
Double Mongrel Imperial India Red Ale,Aspetuck Brew Lab,American Amber / Red Ale,9.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2545
Starlord 's Mixtape / Groot Drank Imperial Red Ale,Charging Hippo Brewing Co. .,American Amber / Red Ale,8.20 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2546
Commander Clifford _ ™ s Imperial Red Ale,The Wrecking Bar Brewpub,American Amber / Red Ale,9.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2547
Spotlight Series - Team Miller / Tomei REDiculous Imperial Red Ale,Stone Brewing Co. .,American Amber / Red Ale,9.70 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2548
Photobomb Imperial Red Ale,Crooked Ladder Brewing Company,American Amber / Red Ale,8.50 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2549
Democratic Imperial Red Ale,BrewDog,American Amber / Red Ale,9.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2550
Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,2551
Lagunitas Imperial Red Ale,Lagunitas Brewing Company,American Amber / Red Ale,7.80 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2552
Tongue Buckler - Imperial Red Ale,Ballast Point Brewing Company,American Amber / Red Ale,10.00 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2553
Red-oric - Beer Camp # 65 ( Best Of Beer Camp : Imperial Red Ale ),Sierra Nevada Brewing Co. .,American Amber / Red Ale,8.00 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2554
Alaskan Imperial Red Ale ( Pilot Series ),Alaskan Brewing Co. .,American Amber / Red Ale,8.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2555
Double Dread Imperial Red Ale,Mad River Brewing Company,American Amber / Red Ale,8.60 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2556
Imperial Red Ale,Epic Brewing Company,American Amber / Red Ale,7.70 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2557
6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Kern River Brewing Company,American Amber / Red Ale,8.00 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2558
Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2559
Elector Imperial Red Ale,New Albanian Brewing Company - Pizzeria and Public House,American Amber / Red Ale,7.00 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2560
Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2561
Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,7.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2562
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2563
Starfish Imperial Red Ale,Fish Brewing Company / Fishbowl Brewpub,American Amber / Red Ale,7.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2564
Eruption Imperial Red Ale,Worthy Brewing Co. .,American Amber / Red Ale,8.00 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2565
Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2566
West Sixth / Country Boy Country Western ( Volume 3 Imperial Red Ale ),West Sixth Brewing Company,American Amber / Red Ale,13.00 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2567
Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2568
Red Dread Imperial Red Ale,Bitter Root Brewing,American Amber / Red Ale,8.24 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2569
Rhino Chaser Imperial Red Ale,Pizza Port Solana Beach,American Amber / Red Ale,9.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2570
BJ 's Imperial Red Ale,BJ 's Restaurant & Brewhouse,American Amber / Red Ale,9.00 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2571
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2572
Saint Gleason Imperial Red Ale,Abita Brewing Co. .,American Amber / Red Ale,-,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2573
Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2574
Exxpedition Imperial Red Ale,Drake 's Brewing Co. .,American Amber / Red Ale,8.00 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2575
Naughty Redhead Imperial Red Ale,Sick N Twisted Brewing Co. .,American Amber / Red Ale,8.00 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2576
Brewmaster 's Reserve Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,9.20 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2577
Red Dragon Imperial Red Ale,Dead Frog Brewing,American Amber / Red Ale,8.00 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2578
Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Amber / Red Ale,8.60 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2579
Arthur 's Imperial Red Ale,Otto 's Pub and Brewery,American Amber / Red Ale,6.90 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2580
Red 's Heaven 15th Anniversary Imperial Red Ale,Flying Bison Brewing Company,American Amber / Red Ale,8.30 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2581
Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2582
Stupiphany Imperial Red Ale,Rusty Truck Brewing Company / Roadhouse 101,American Amber / Red Ale,8.00 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2583
Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2584
Merry Prankster Imperial Red Ale,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,4.56 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2585
C N Red Imperial Red Ale,Redwood Lodge,American Amber / Red Ale,8.10 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2586
Channary Imperial Red Ale,Narrows Brewing Co. .,American Amber / Red Ale,9.40 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2587
Red Dirt Imperial Red Ale,Wiley Roots Brewing Co,American Amber / Red Ale,8.20 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2588
Arsenal Imperial Red Ale,Great River Brewery,American Amber / Red Ale,9.00 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2589
Tst Brw 01 - Imperial Red Ale,Brouwerij De Koninck NV,American Amber / Red Ale,7.80 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2590
Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2591
Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,American Amber / Red Ale,8.90 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2592
Barrel Aged Imperial Red Ale,Boone Valley Brewing,American Amber / Red Ale,9.99 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2593
Ale Mania Imperial Red Ale,Ale-Mania,American Amber / Red Ale,9.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2594
Imperial Moustache Red Ale,Salty Nut Brewery,American Amber / Red Ale,6.00 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2595
Red 88 Imperial Amber Ale,River City Brewing Co. .,American Amber / Red Ale,8.00 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2596
Imperial Red Ale ( Spring Seasonal ),Edge Brewing Company,American Amber / Red Ale,8.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2597
Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2598
Ulysses Imperial Red Ale,Barley 's Brewing Company,American Amber / Red Ale,-,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2599
Sledgehammer Imperial Red Ale,Cambridge Brewing Company,American Amber / Red Ale,7.75 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2600
Roundabout Imperial Red Ale,Bonfire Brewing Co. .,American Amber / Red Ale,8.80 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2601
Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2602
Double Mongrel Imperial India Red Ale,Aspetuck Brew Lab,American Amber / Red Ale,9.00 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2603
Starlord 's Mixtape / Groot Drank Imperial Red Ale,Charging Hippo Brewing Co. .,American Amber / Red Ale,8.20 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2604
Commander Clifford _ ™ s Imperial Red Ale,The Wrecking Bar Brewpub,American Amber / Red Ale,9.00 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2605
Spotlight Series - Team Miller / Tomei REDiculous Imperial Red Ale,Stone Brewing Co. .,American Amber / Red Ale,9.70 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,2606
