ltable_title,ltable_description,ltable_price,rtable_title,rtable_description,rtable_price,label,id
seagate expansion portable 1tb zwart prijzen tweakers,,,seagate expansion portable 1tb zwart specificaties tweakers,,,1,3286351#7256564
"493243 b22 hp xeon x3330 2 66ghz dl120 g5 , null",description intel xeon x3330 d120 g5 2 66ghz 4 core 6mb 95w full processor option kitpart number s manufacturer part 493243 b22,usd 427 75,"null , 493243 b22 hp xeon x3330 2 66ghz dl120 g5 wholesale price",description intel xeon x3330 d120 g5 2 66ghz 4 core 6mb 95w full processor option kitpart number s manufacturer part 493243 b22,,1,15596832#15911732
apple macbook pro 15 inch glossy 2 53ghz core i5 mid 2010 mc372ll a macofalltrades,includes battery magsafe power adapter,,apple macbook pro 2 53ghz intel core i5 silver notebook computer mc372ll a abt,,,1,15299485#10658731
apple macbook pro 15 inch glossy 2 53ghz core i5 mid 2010 mc372ll a macofalltrades,includes battery magsafe power adapter,,apple macbook pro 15 inch hi res antiglare 2 53ghz core i5 mid 2010 mc372ll a hra macofalltrades,includes battery magsafe power adapter,,1,15299485#16830330
corsair flash voyager go 32 gb usb 3 0 drive cmfvg 32gb eu novatech,,,corsair flash voyager go otg drive 64gb cmfvg eu ocuk,the easy way to move photos music and videos between your android phone or tablet and your pc,,1,13326168#7440223
corsair flash voyager go otg drive 64gb cmfvg eu ocuk,the easy way to move photos music and videos between your android phone or tablet and your pc,,corsair voyager go 32gb usb on the flash drive stick ln55508 cmfvg eu scan uk,32gb corsair flash voyager go pendrive usb 3 0 usb otg on the go with micro usb 2 0 for android smartphones tablets,,1,7440223#167281
corsair 32gb flash voyager go drive cmfvg eu ocuk,the easy way to move photos music and videos between your android phone or tablet and your pc,,corsair flash voyager go 32 gb usb 3 0 drive cmfvg 32gb eu novatech,,,1,16079150#13326168
gigabyte ga z270n wifi mini itx lga1151 motherboard pcpartpicker,,,gigabyte ga z270n wifi prijzen tweakers,,,1,3834574#3712557
gigabyte ga z270n wifi intel z270 socket 1151 ddr4 mini itx motherboard it ocuk,skylake kabylake ddr4 2133 4000 1x pciex16 2x m 2 6x sata 6gb s 1x usb typec 6x usb3 1 wi fi killer lan,,gigabyte ga z270n wifi mini itx lga1151 motherboard pcpartpicker,,,1,15288284#3834574
ga z270n wifi mini itx motherboard,the ga z270n wifi offers a wealth of connections and features including usb 3 1 and a choice of three monitor connection standards dvi and two hdmi ports all of which can be used simultaneously if required featuressocket 1151 mini itx motherboard with intel z270 express chipsetintegrated wi fi and bluetooth2x ddr4 dimm sockets max 32gb 2x hdmi dvi up to 3 ports simultaneously 1x pcie x16 slot pci express 3 0 6x sata 6gb s and 1x m 2 connector1x usb 3 1 type c 4x usb 3 02x lan ports hd audio and optical s pdif out connecting the future usb type c the usb type c is a new reversible connector that is loaded with useful features such as usb 3 1 gen1 support for 5 gb s transfer speed and displayport 1 2 support to connect 4k monitors powered by the intel controller this little port is the best usb type c port nvme pcie gen3 x4 2280 m 2 connector gigabyte m 2 solution offers considerably faster storage performance and support for both pcie and sata interface for m 2 ssd devices smart fan 5 with smart fan 5 users can ensure that their pc can maintain its performance while staying cool smart fan 5 allows users to interchange their fan headers to reflect different thermal sensors at different locations on the motherboard not only that with smart fan 5 more hybrid fan headers that support both pwm and voltage mode fans have been introduced to make the motherboard more watercooling friendly enhanced bios interface the enhanced bios interface also has the advanced features seen in the smart fan 5 ui such as the ability to set triggers based on different temperature sensors on the board fan curve definition and the temperature interval setting which can prevent fan rotation noise caused by sudden temperature change all without having to load windows ga z270n wifi mini itx motherboardintel dual band 802 11ac wifi and bluetooth 4 2 module the onboard 802 11ac wifi module from intel supports up to 867 mb s wireless networks and bluetooth 4 2 the bonded 2 4ghz 5ghz dual band and 2t2r antenna expands your coverage dual intel gigabit lan with cfosspeed dual intel gigabit lan features cfosspeed a network traffic management application which helps to improve network latency and maintain low ping times to deliver better responsiveness in crowded lan environments alc 1220 120db snr hd audio the alc1220 is a high performance multi channel high definition audio codec with up to 120db snr for crystal clear audio and features such as smart headphone amp 108db snr recording for precise voice chats and hardware decoding of dsd128 ensuring users get the best possible audio quality from the pc support for ddr4 xmp up to 4000mhz gigabyte is offering a tested and proven platform that ensures proper compatibility with profiles up to 4000mhz all users need to do to attain this performance boost is to ensure that their memory module is xmp capable and that the xmp function is activated and enabled on their gigabyte motherboard anti sulfur resistor design sulfur compounds in the air can penetrate tiny onboard resistors creating chemical change and causing these resistors to open or short if either of these occurs the motherboard will fail to function by equipping resistors with an anti sulfur design gigabyte gives ultra durable motherboards a whole new meaning rear motherboard ports,,gigabyte ga z270n wifi prijzen tweakers,,,1,5642076#3712557
apple smart cover for 10 5 ipad pro flamingo mq4u2zm a,,,apple smart cover ipad pro 2017 10 5 roze specificaties tweakers,,,1,1457786#6595126
apple smart cover ipad pro 2017 10 5 roze specificaties tweakers,,,apple smart flip cover for tablet mq4u2zm a cases covers cdw com,this beautiful smart cover protects your tablet screen open it and your tablet wakes up close it and it goes to sleep,52 99,1,6595126#12993143
apple smart cover ipad pro 2017 10 5 roze prijzen tweakers,,,apple smart flip cover for tablet mq4u2zm a cases covers cdw com,this beautiful smart cover protects your tablet screen open it and your tablet wakes up close it and it goes to sleep,52 99,1,14657324#12993143
asus m5a97 am3 ddr3 gblan cfire 7 1snd atx r2 0,asus m5a97 am3 ddr3 gblan cfire 7 1snd atx,,motherboard atx asus m5a97 r2 0 90 mibjk0 g0eay0mz pcdiga,motherboard asus m5a97 r2 0 para processadores amd esta motherboard inclu tecnologia dual intelligent tpu epu uefi bios e j totalmente compat vel com windows 8 processadores amd am3 fx phenom ii athlon ii sempron 100 series processors chipset amd 970 sb950 mem ria 4 x dimm max 32gb ddr3 2133 o c 1866 1600 1333 1066 mhz system bus up to 4 8 gt s hypertransport 3 0 suporte multi gpu suporta amd quad gpu crossfirex slots de expans o 1 x pcie 2 0 x16 blue 1 x pcie 2 0 x16 x4 mode black 2 x pcie 2 0 x1 2 x pci armazenamento amd sb950 controller 6 x sata 6gb s port s gray support raid 015 10 lan realtek 8111f 1 x gigabit lan controller s audio realtek alc887 8 channel high definition audio codec supports jack detection multi streaming front panel jack retasking audio feature asus noise filter optical s pdif out port s at back panel portas usb asmedia usb 3 0 controller 4 x usb 3 0 2 0 port s 2 at back panel blue 2 at mid board amd sb950 controller 12 x usb 2 0 1 1 port s 6 at back panel black 6 at mid board painel i o traseiro 1 x ps 2 keyboard purple 1 x ps 2 mouse green 1 x lan rj45 port s 2 x usb 3 0 6 x usb 2 0 1 x optical s pdif out 6 x audio jack s dimens es atx form factor 12 inch x 9 inch 30 5 cm x 22 9 cm,,1,525055#12196005
asus m5a97 am3 ddr3 gblan cfire 7 1snd atx r2 0,asus m5a97 am3 ddr3 gblan cfire 7 1snd atx,,asus m5a97 r2 0 amd 970 socket am3 ddr3 motherboard ocuk,amd 970 chipset x4 ddr3 x2 pci e x16 x2 pci e x1 x2 pci x6 sata 6gb s x1 gigabit lan x2 usb 3 0 x14 usb 2 0 realtek 7 1 audio xfire support,,1,525055#8026114
asus m5a97 r2 0,asus m5a97 r2 0 ddr3 sdram dimm dual amd socket am3 4 8 gt s,,motherboard atx asus m5a97 r2 0 90 mibjk0 g0eay0mz pcdiga,motherboard asus m5a97 r2 0 para processadores amd esta motherboard inclu tecnologia dual intelligent tpu epu uefi bios e j totalmente compat vel com windows 8 processadores amd am3 fx phenom ii athlon ii sempron 100 series processors chipset amd 970 sb950 mem ria 4 x dimm max 32gb ddr3 2133 o c 1866 1600 1333 1066 mhz system bus up to 4 8 gt s hypertransport 3 0 suporte multi gpu suporta amd quad gpu crossfirex slots de expans o 1 x pcie 2 0 x16 blue 1 x pcie 2 0 x16 x4 mode black 2 x pcie 2 0 x1 2 x pci armazenamento amd sb950 controller 6 x sata 6gb s port s gray support raid 015 10 lan realtek 8111f 1 x gigabit lan controller s audio realtek alc887 8 channel high definition audio codec supports jack detection multi streaming front panel jack retasking audio feature asus noise filter optical s pdif out port s at back panel portas usb asmedia usb 3 0 controller 4 x usb 3 0 2 0 port s 2 at back panel blue 2 at mid board amd sb950 controller 12 x usb 2 0 1 1 port s 6 at back panel black 6 at mid board painel i o traseiro 1 x ps 2 keyboard purple 1 x ps 2 mouse green 1 x lan rj45 port s 2 x usb 3 0 6 x usb 2 0 1 x optical s pdif out 6 x audio jack s dimens es atx form factor 12 inch x 9 inch 30 5 cm x 22 9 cm,,1,14488833#12196005
asus b250m a prime,placa base matx lga1151 intel b250 4xram dual ddr4 2400 6sata3 2m 2 realtek gigabit 5usb3,,asus prime b250m a micro atx lga1151 motherboard pcpartpicker,,,1,10575992#14915509
asus prime b250m a micro atx lga1151 motherboard pcpartpicker,,,asus prime b250m a micro atx lga1151 motherboard pcpartpicker canada,,,1,14915509#4161352
asus prime b250m a micro atx lga1151 motherboard pcpartpicker united kingdom,,,asus prime b250m a motherboard socket 1151 kaby lake novatech,i7 i5 i3 7th gen micro atx ddr4 1xusb type c 4xusb 3 0 6xusb 2 0 6xsata3 2xm 2 slots 1xpcie 3 0x16,,1,9877822#1456332
"175924 001 hp 256mb ddr sdram memory , null",description hp 256mb ddr sdram memory modulepart number s hewlett packard part 175924 001,116 94 cad cad,"null , 175924 001 hp 256mb ddr sdram memory new wholesale price",description hp 256mb ddr sdram memory modulepart number s hewlett packard part 175924 001,,1,17278425#16956244
elpida kingston kth zd8000c6 2g bje 2gb 200p pc2 6400 cl6 16c 128x8 ddr2 800 2rx8 1 8v sodimm rfb,kth zd8000c6 2g bje 2gb 200p pc2 6400 cl6 16c 128x8 ddr2 800 2rx8 1 8v sodimm rfb,usd 19 98,nanya kingston kth zd8000c6 2g bje 2gb 200p pc2 6400 cl6 16c 128x8 ddr2 800 2rx8 1 8v sodimm rfb,kth zd8000c6 2g bje 2gb 200p pc2 6400 cl6 16c 128x8 ddr2 800 2rx8 1 8v sodimm rfb,usd 19 98,1,15359540#17273403
elpida kingston kth zd8000c6 2g bje 2gb 200p pc2 6400 cl6 16c 128x8 ddr2 800 2rx8 1 8v sodimm rfb,kth zd8000c6 2g bje 2gb 200p pc2 6400 cl6 16c 128x8 ddr2 800 2rx8 1 8v sodimm rfb,usd 19 98,kingston kingst kth zd8000c6 2g bje 2gb 200p pc2 6400 cl6 16c 128x8 ddr2 800 2rx8 1 8v sodimm,kth zd8000c6 2g bje 2gb 200p pc2 6400 cl6 16c 128x8 ddr2 800 2rx8 1 8v sodimm,usd 19 98,1,15359540#6459277
kingston kth zd8000c6 2g prijzen tweakers,,,nanya kingston kth zd8000c6 2g bje 2gb 200p pc2 6400 cl6 16c 128x8 ddr2 800 2rx8 1 8v sodimm rfb,kth zd8000c6 2g bje 2gb 200p pc2 6400 cl6 16c 128x8 ddr2 800 2rx8 1 8v sodimm rfb,usd 19 98,1,11636737#17273403
"377239 001 dl580 g3 intel xeon mp 3 16ghz , null",description rack mountable 4u 4 way intel xeon mp 3 16 ghz ram 1 gb hot swap 2 5 inch no hdd dvd cd gigabit ethernet hp part 377239 001,2 151 44 cad cad,"null , 377239 001 dl580 g3 intel xeon mp 3 16ghz wholesale price",description rack mountable 4u 4 way intel xeon mp 3 16 ghz ram 1 gb hot swap 2 5 inch no hdd dvd cd gigabit ethernet hp part 377239 001,,1,17188220#17332690
"157866 001 hp proliant remote insight board , null",description proliant remote insight board lights out edition loe part number s hp 157866 001,usd 89 95,"null , 157866 001 hp proliant remote insight board new wholesale price",description proliant remote insight board lights out edition loe part number s hp part 157866 001,,1,15459241#17527397
"may2073rc fujitsu 73 gb 10k 2 5 sas hdd , null",description fujitsu 73gb serial attached scsi sas 2 5 inch 3g sff single port hot plug 10k rpm drivepart number s part may2073rcalternate mav2073rc,usd 92 95,"null , may2073rc fujitsu 73 gb 10k 2 5 sas new pack wholesale price 2pack",description 2 x fujitsu 73gb serial attached scsi sas 2 5 inch 3g sff single port hot plug 10k rpm drivepart number s fujitsu part may2073rcalternate part mav2073rc,,1,16853178#10524661
fujitsu may2073rc 73 5gb sas internal hard drive specs,"more fujitsu may2073rc 73 5gb sas internal hard drive the official marketing text of fujitsu may2073rc 73 5gb sas internal hard drive as supplied by the manufacturer with more than 35 years of experience in hard disk drive technology fujitsu can offer state of the art products for your most demanding enterprise applications case in point our top of the line 2 5 inch sas enterprise hard disk drives their availability makes fujitsu the first to bring small form factor sas drives to the enterprise market reflecting a determination and confidence in the new technology we have championed as a point to point connection fujitsu sas hard disk drives help enterprises develop new solutions and maintain flexibility the rohs compliant 2 5 inch hard disk drives offer up to 73 5gb of storage and 10k rpm a perfect combination for high end mission critical applications residing on database servers storage arrays and nas and san systems with the 2 5 inch form factor a greater number of sas hard disk drives can be installed in the space previously occupied by conventional 3 5 inch enterprise products resulting in improved input output io performance additionally lower power consumption helps systems maintain reduced heat levels the hard disk drives are also hot pluggable so they can be inserted or removed without harming the data or the system while the entire system is still powered on the 3gb sas interface of the fujitsu hard disk drives allows customers to take advantage of the increased performance associated with serial attached scsi while providing lower heat dissipation and lower acoustics if you have enterprise storage needs fujitsu can deliver state of the art hard disk drives for your most demanding enterprise applications 2 5 inch rohs compliant enterprise hard disk drives offer 10k rpm spindle speed and feature storage capacities up to 73gb 1 mean time between failure mtbf of 1 400 000 power on hours the industry s first 2 5 inch small form factor serial attached scsi sas interface native command queuing ncq providing faster execution of operation commands uses smaller connectors and cables than u320 a benefit acknowledged by the scsi trade association sta short summary description fujitsu may2073rc 73 5gb sas internal hard drive this short summary of the fujitsu may2073rc 73 5gb sas internal hard drive data sheet is auto generated and uses the product title and the first six key specs fujitsu may2073rc 2 5 73 5 gb 10000 rpm sas 16 mb hdd long summary description fujitsu may2073rc 73 5gb sas internal hard drive fujitsu may2073rc hard drive size 2 5 hard drive capacity 73 5 gb hard drive speed 10000 rpm hard drive interface sas device type hdd drive device buffer size 16 mb this is an auto generated long summary of fujitsu may2073rc 73 5gb sas internal hard drive based on the first three specs of the first five spec groups ,  long product name fujitsu may2073rc 73 5gb sas internal hard drive the short editorial description of fujitsu may2073rc 73 5gb sas internal hard drive may2073 sas may2073rc hard disk drive capacity 73 5 gb 2 5 interface sas 10000 rpm buffer 16 mb",,"null , may2073rc fujitsu 73 gb 10k 2 5 sas hdd new wholesale price",description fujitsu 73gb serial attached scsi sas 2 5 inch 3g sff single port hot plug 10k rpm drivepart number s fujitsu part may2073rcalternate part mav2073rc,,1,7307735#15813766
fujitsu may2073rc 73 5gb sas internal hard drive specs,"more fujitsu may2073rc 73 5gb sas internal hard drive the official marketing text of fujitsu may2073rc 73 5gb sas internal hard drive as supplied by the manufacturer with more than 35 years of experience in hard disk drive technology fujitsu can offer state of the art products for your most demanding enterprise applications case in point our top of the line 2 5 inch sas enterprise hard disk drives their availability makes fujitsu the first to bring small form factor sas drives to the enterprise market reflecting a determination and confidence in the new technology we have championed as a point to point connection fujitsu sas hard disk drives help enterprises develop new solutions and maintain flexibility the rohs compliant 2 5 inch hard disk drives offer up to 73 5gb of storage and 10k rpm a perfect combination for high end mission critical applications residing on database servers storage arrays and nas and san systems with the 2 5 inch form factor a greater number of sas hard disk drives can be installed in the space previously occupied by conventional 3 5 inch enterprise products resulting in improved input output io performance additionally lower power consumption helps systems maintain reduced heat levels the hard disk drives are also hot pluggable so they can be inserted or removed without harming the data or the system while the entire system is still powered on the 3gb sas interface of the fujitsu hard disk drives allows customers to take advantage of the increased performance associated with serial attached scsi while providing lower heat dissipation and lower acoustics if you have enterprise storage needs fujitsu can deliver state of the art hard disk drives for your most demanding enterprise applications 2 5 inch rohs compliant enterprise hard disk drives offer 10k rpm spindle speed and feature storage capacities up to 73gb 1 mean time between failure mtbf of 1 400 000 power on hours the industry s first 2 5 inch small form factor serial attached scsi sas interface native command queuing ncq providing faster execution of operation commands uses smaller connectors and cables than u320 a benefit acknowledged by the scsi trade association sta short summary description fujitsu may2073rc 73 5gb sas internal hard drive this short summary of the fujitsu may2073rc 73 5gb sas internal hard drive data sheet is auto generated and uses the product title and the first six key specs fujitsu may2073rc 2 5 73 5 gb 10000 rpm sas 16 mb hdd long summary description fujitsu may2073rc 73 5gb sas internal hard drive fujitsu may2073rc hard drive size 2 5 hard drive capacity 73 5 gb hard drive speed 10000 rpm hard drive interface sas device type hdd drive device buffer size 16 mb this is an auto generated long summary of fujitsu may2073rc 73 5gb sas internal hard drive based on the first three specs of the first five spec groups ,  long product name fujitsu may2073rc 73 5gb sas internal hard drive the short editorial description of fujitsu may2073rc 73 5gb sas internal hard drive may2073 sas may2073rc hard disk drive capacity 73 5 gb 2 5 interface sas 10000 rpm buffer 16 mb",,"null , may2073rc fujitsu 73 gb 10k 2 5 sas new pack wholesale price 2pack",description 2 x fujitsu 73gb serial attached scsi sas 2 5 inch 3g sff single port hot plug 10k rpm drivepart number s fujitsu part may2073rcalternate part mav2073rc,,1,7307735#10524661
dell ultrasharp u2414h 24 1920x1080 ips widescreen led slim bezel monitor midnight grey ocuk,1920 x 1080 resolution 2 000 000 1 contrast ratio 250cd m brightness 8ms response time 2x hdmi mhl input 1x displayport input 1x mini displayport usb hub 3yr warranty,,dell ultrasharp u2414h 60 5 cm 23 8 inch led lcd monitor 16 9 ms 1920 x 1080,the world s thinnest display border see your work in its best light on dell ultrasharp 24 monitor u2414h upscale design features an amazingly thin 6 05mm around a 60 5 cm 23 8 inch full hd that delivers impeccable images with this incredible clarity across ultra wide 178 degree viewing angle comes ability to pivot left and right up 90 degrees so you can create multiple screen arrangement near continual imagery between two or more monitors resolution for crisp clear quality at virtually any carefully colour calibrated factory than 96 percent srgb space impressive from moment set it great detail broad range of 16 77 million colours covering easy adjustability addition clockwise counter pivotingcapability use side by top applications offers generous height tilt swivel adjustments find perfect position forward 22 backward 130mm enables sharing onlookers bring mobile devices life large brilliance goes beyond connectivity favorite digital fast usb charging capability high definition link mhl port allows view content directly compatible smart phone tablet three 3 0 ports enable data transfers while one current supplies twice power powering also connect peripherals require hdmi displayport mini eco conscious meets latest regulatory environmental standards energy star epeat gold tco certified displays made premium materials is bfr pvc free excluding external cables has arsenic glass mercury led panel chassis 25 post consumer recycled plastics enhanced management manage consumption wisely powernap enabled through manager either dim minimum brightness level put into sleep mode when not type designfeet coloursilvercolour productblack silverweight dimensionsweight3610 gheight321 1 mmwidth stand 539 mmdepth45 mmwidth539 mmdepth 185 mmheight 485 mmpackage weight8000 gtechnical detailsauto offyesports interfacesdisplayports quantity2headphone outputs1mini displayports quantity1usb downstream quantity4headphone connectivity3 mmhdmi quantity2usb hub versionusb gen ac inyesdvi portnopowerpower max 74 wac input voltage100 240 vpower typical wcurrent rating1 aac frequency50 hzenergy efficiency classunspecifiedpower standby woperational conditionsstorage temperature t 20 coperating 40 altitude0 5000 mstorage relative humidity h operating 10 80 non 12192 mcertificatesenergy certifiedyesepeat compliancegoldcertificationtco rohspackaging contentquick start guideyesmanualyescables includedac usbergonomicson osd yesheight adjustment130 mmvesa mounting interfaces100 x 100 mountingyestilt swivellingyestilt adjustmentyescable lock slotyespower ledyespivotyeson off switchyes,177 00 eur,1,9054383#4562170
dell ultrasharp u2414h 23 8 full hd ips monitor inch led 8ms ccl computers,see your work in vivid full hd detail with a 23 8 inch monitor that features the world s thinnest border for nearly seamless viewing across multiple screens with this incredible clarity across an ultra wide 178 degree viewing angle comes the ability to pivot left and right up to 90 degrees so you can create a multiple screen arrangement with near continual imagery between two or more monitors in addition to 90 degree clockwise or counter clockwise pivoting capability for use in side by side or top to top applications the dell ultrasharp 24 monitor u2414h offers generous height tilt and swivel adjustments find the perfect position with 6 5 degree forward or 22 degree backward tilt adjustments and a height adjustability range of 130mm an ultra wide 178 degree viewing angle enables clear and easy sharing of your screen with multiple onlookers brilliance goes beyond the screen with easy connectivity to your favorite digital devices and fast usb charging capability a mobile high definition link mhl port allows you to view high definition content directly from your compatible smart phone or tablet three usb 3 0 ports enable fast data transfers while one high current usb 3 0 port supplies twice the power for charging and powering compatible usb devices you can also connect your dell ultrasharp 24 monitor u2414h to peripherals that require hdmi displayport or mini displayport connectivity manage power consumption wisely with powernap enabled through the dell display manager to either dim the monitor to the minimum brightness level or put it into sleep mode when it is not in use,,dell ultrasharp u2414h 24 1920x1080 ips widescreen led slim bezel monitor midnight grey ocuk,1920 x 1080 resolution 2 000 000 1 contrast ratio 250cd m brightness 8ms response time 2x hdmi mhl input 1x displayport input 1x mini displayport usb hub 3yr warranty,,1,16670759#9054383
"628061 s21 hp g8 g9 3 tb 6g 7 2k 5 sata sc , null",description hp 3tb 3 5 inch lff serial ata sata 6g7 2k hot plug midline mdl hard drive in g8 g9 gen8 gen9 smartdrive carrier sc as pictured genuine hpe number and firmwaregenuine certified drivepart s option part 628061 s21 spare 628182 001,345 74 cad cad,"null , 628061 s21 hp g8 g9 3 tb 6g 7 2k 5 sata sc new 10 pack wholesale price 10pack",description 10 x hpe 3tb 3 5 inch lff serial ata sata 6g7 2k hot plug midline mdl hard drive in g8 g9 gen8 gen9 smartdrive carrier sc as pictured genuine hpe serial number and firmwaregenuine hpe certified hard drivepart number s option part 628061 s21 spare part 628182 001,,1,16694888#16355561
"null , 628061 s21 hp g8 g9 3 tb 6g 7 2k 5 sata sc new 2 pack wholesale price 2pack",description 2 x hpe 3tb 3 5 inch lff serial ata sata 6g7 2k hot plug midline mdl hard drive in g8 g9 gen8 gen9 smartdrive carrier sc as pictured genuine hpe serial number and firmwaregenuine hpe certified hard drivepart number s option part 628061 s21 spare part 628182 001,,"null , 628061 s21 sc hp g8 g9 3 tb 6g 7 2k 5 sata new wholesale price",description hp 3tb 3 5 inch lff serial ata sata 6g7 2k hot plug midline mdl hard drive in g8 g9 gen8 gen9 smartdrive carrier sc as pictured genuine hpe serial number and firmwaregenuine hpe certified hard drivepart number s option part 628061 s21 spare part 628182 001,,1,13661588#7992159
628061 s21 hp g8 g9 3 tb 6g 7 2k 5 sata sc part,description hp 3tb 3 5 inch lff serial ata sata 6g7 2k hot plug midline mdl hard drive in g8 g9 gen8 gen9 smartdrive carrier sc as pictured genuine hpe serial number and firmwaregenuine hpe certified hard drivepart number s option part 628061 s21 spare part 628182 001,usd,"null , 628061 s21 sc hp g8 g9 3 tb 6g 7 2k 5 sata new 2 pack wholesale price 2pack",description 2 x hpe 3tb 3 5 inch lff serial ata sata 6g7 2k hot plug midline mdl hard drive in g8 g9 gen8 gen9 smartdrive carrier sc as pictured genuine hpe serial number and firmwaregenuine hpe certified hard drivepart number s option part 628061 s21 spare part 628182 001,,1,10459401#9474703
hyperx fury ddr4 16 gb 2 x 8 dimm 288 pin hx421c14fb2k2 system memory ram cdw com,hyperx fury ddr3 memory delivers hassle free plug and play functionality that gets you in the game faster and instant performance that helps you win it its asymmetric aggressive design lets you stand out from the crowd of squared designs and features quality aluminum and a diamond cut finish,181 99,kingston fury 16gb 2 x 8gb ddr4 2133 memory hx421c14fb2k2 16 pcpartpicker canada,,,1,7648657#17062292
16gb 2133mh ddr4cl14 dimm furyblack tradineur com,capacidad total 16 gb frecuencia bus clock rate 2 133 mhz tecnolog a ddr4 tft kit s tipolog a dimm analogico generica s,,kingston hyperx fury ddr4 2133 pc4 17000 16gb 2x8gb cl14 pccomponentes,,,1,3646034#15304410
16gb 2133mh ddr4cl14 dimm furyblack tradineur com,capacidad total 16 gb frecuencia bus clock rate 2 133 mhz tecnolog a ddr4 tft kit s tipolog a dimm analogico generica s,,kingston hyperx fury black hx421c14fb2k2 16 prijzen tweakers,,,1,3646034#5678647
amd a10 9700e boxed prijzen tweakers,,,amd processor qc a10 9700e 3 0ghz 5ghz turbo 2mb l2 cache 35w 2400mhz ddr4 buy at connection public sector solutions,,,1,15402754#10592413
amd a10 9700e boxed prijzen tweakers,,,amd quad core a10 9700e am4 cpu processor with radeon graphics ln83453 ad9700ahabbox scan uk,amd a series a10 9700e s am4 quad core 4 thread 3 0ghz 3 5ghz turbo 2mb cache 847mhz radeon r7 35w cpu retail,,1,15402754#11591025
"487511 b21 hp xeon x5470 3 33ghz dl360 g5 , null",description intel xeon x5470 dl360 g5 3 33ghz 4 core 12mb 120w full processor option kitpart number s part 487511 b21,514 74 cad cad,"487511 b21 hp xeon x5470 3 33ghz dl360 g5 , null new wholesale price",description intel xeon x5470 dl360 g5 3 33ghz 4 core 12mb 120w full processor option kitpart number s option part 487511 b21,,1,17553146#15166102
"340743 b21 hp 20 40gb int opal dlt , null wholesale price",description hp 20 40gb dlt internal opal tape drivepart number s option part 340743 b21,,"hp 340743 b21 20 40 gb int scsi dlt , null",description 20 40gb int scsi dlt option part 340743 b21,124 74 cad cad,1,16820643#17466733
"compaq dlt drive 2040 tape scsi , series prices cnet",,,"null , hp 340743 b21 20 40 gb int scsi dlt wholesale price",description 20 40gb int scsi dlt option part 340743 b21,,1,3711678#17350525
"340743 b21 hp 20 40gb int opal dlt , null wholesale price",description hp 20 40gb dlt internal opal tape drivepart number s option part 340743 b21,,"null , hp 340743 b21 20 40 gb int scsi dlt wholesale price",description 20 40gb int scsi dlt option part 340743 b21,,1,16820643#17350525
"483403 b21 hp 8gb 2x4gb pc2 5300 lp sdram kit , null",description genuine hpe 8gb 2x4gb registered pc2 5300low power dual rank sdram memory kitpart number s option part 483403 b21 2 x 4gb modules assembly 487005 061 1 per kit,142 94 cad cad,hp 483403 b21 2bwr 4gbx2 240p pc2 5300 cl5 36c 256x4 ddr2 667 2rx4 ecc rdimm low power 487005 0,483403 b21 2bwr 4gbx2 240p pc2 5300 cl5 36c 256x4 ddr2 667 2rx4 ecc rdimm low power hp 487005 061,usd 59 96,1,17076609#10168558
hp 483403 b21 2bwr 4gbx2 240p pc2 5300 cl5 36c 256x4 ddr2 667 2rx4 ecc rdimm low power 487005 0,483403 b21 2bwr 4gbx2 240p pc2 5300 cl5 36c 256x4 ddr2 667 2rx4 ecc rdimm low power hp 487005 061,usd 59 96,"null , 483403 b21 hp 8gb 2x4gb pc2 5300 lp sdram kit new wholesale price",description genuine hpe 8gb 2x4gb registered pc2 5300low power dual rank sdram memory kitpart number s option part 483403 b21 2 x 4gb modules assembly part 487005 061 1 x 4gb 2 per kit,,1,10168558#16293863
"432806 b21 hp 2gb pc2 5300 sdram module , null",description genuine hpe 2gb 1x2gb unbuffered pc2 5300666mhz ecc dimm sdram modulepart number s option part 432806 b21 spare 433935 001,116 94 cad cad,"null , 432806 b21 hp 2gb pc2 5300 sdram module new wholesale price",description genuine hpe 2gb 1x2gb unbuffered pc2 5300666mhz ecc dimm sdram modulepart number s option part 432806 b21 spare part 433935 001,,1,16859285#17258138
hp smart array p420 2gb with fbwc storage controller raid sata 6gb s sas pcie 3 0 x8 king of servers,,,"null , 631671 b21 hp smart array p420 2gb controller",description hp smart array p420 2gb fbwc 6gb2 ports internal sas controllerpart number s option part 631671 b21 spare 633538 001,279 95 usd,1,12104842#16227773
"631671 b21 hp smart array p420 2gb controller , null new wholesale price",description hp smart array p420 2gb fbwc 6gb2 ports internal sas controllerpart number s option part 631671 b21 spare part 633538 001,,hp smart array p420 2gb with fbwc storage controller raid sata 6gb s sas pcie 3 0 x8 king of servers,,,1,14397948#12104842
hp smart array p420 2gb with fbwc storage controller raid sata 6gb s sas pcie 3 0 x8 king of servers,,,hpe smart array p420 2gb with fbwc storage controller raid sata 6gb s 631671 b21 controllers cdw com,the hpe smart array p420 controller is a low profile 6 gb s pcie 3 0 serial attached scsi sas raid controller that provides enterprise class storage performance and data protection for select hp proliant gen8 rack and tower servers it features eight internal sas ports and delivers increased server uptime by providing advanced storage functionality including online raid level migration between any raid levels with flash back write cache global online spare and pre failure warning data compatibility among all models of smart array controllers allows simple and easy migration at any time when needs for higher performance capacity and availability increase even new generations of smart array controllers can understand the data format of previous generations of smart array controllers,745 99,1,12104842#13470347
