ltable_title,ltable_description,ltable_brand,rtable_title,rtable_description,rtable_brand,label,id
"359557 b21 bl20p g2 xeon 2 8ghz 2p , null",description bl20pg2 xeon 2 8ghz 2p blade ctr manufacturer part 359557 b21,hp enterprise,"null , 308724 001 dl360r g3 xeon 2 8ghz 512mb",description proliant dl360r g3xeon2 8 512mb 400fsb part 308724 001,hp enterprise,0,16502949#17485878
hp omen 17 ap000na nvidia gtx 1070 8gb gddr5 3 ips intel i7 7820hk gaming laptop inte ocuk,hp omen 17 ap000na 17 3 led 1920x1080 i7 7820hk nvidia gtx 1070 8gb gddr5 256gb m 2 ssd 1tb 7200rpm hdd 16gb 2400mhz ddr4 windows 10 home 64 bit 1yr warranty,hp,gigabyte geforce gtx 1070 itx edition 8192mb gddr5 pci express graphics card gv n1070ixoc 8gd expre ocuk,gv n1070ixoc 8gd core clock 1556mhz boost clock 1746mhz memory 8192mb 8000mhz gddr5 stream processors 1920 sli ready vr ready physx cuda enabled 3 years warranty,gigabyte,0,331741#10609557
8gb ddr4 2400mhz cl15 dimm hyperx fury black,,kingston,kingston hyperx fury black ddr4 2400 pc4 19200 8gb cl15,,,1,11764389#14095516
8gb 2133mhz ddr4 ecc cl15 sodimm tradineur com,capacidad total 8 gb frecuencia bus clock rate 2 133 mhz tecnolog a ddr4 tft kit no tipolog a so dimm analogico generica s,,kingston valueram ddr3 8 gb 2 x 4 dimm 240 pin kvr13n9s8hk2 server memory cdw com,valueram is kingston s value priced line of industry standard generic memory intended for customers who have white box or generic computer systems or who plan to purchase memory by specification valueram is designed to industry specifications tested is 100 tested and is available at competitively low prices,,0,5835122#2245871
7th generation intel core i5 7500 3 4ghz socket lga1151 kaby lake processor retail bx80677i57500 novatech,quad core technology 3 40ghz clock speed 6mb l3 cache dual channel ddr4 ddr3l controller 14nm integrated hd 630 graphics 3yr warranty,intel,intel core i5 3570 boxed prijzen tweakers,,,0,180705#15331426
"653078 b21 hp g8 g9 200 gb 6g 2 5 sas sc ssd , null new wholesale price",description hp 200gb 2 5 inch sff serial attached scsi sas 6g scl sc enterprise performance ep solid state drivein hpe hot plug drive tray as pictured genuine hpe serial number and firmwaregenuine hpe certified solid state drivepart number s option part 653078 b21,hp enterprise,"653078 b21 hp g8 g9 200 gb 6g 2 5 sas sc ssd , null wholesale price",description hp 200gb 2 5 inch sff serial attached scsi sas 6g scl sc enterprise performance ep solid state drivein hpe hot plug drive tray as pictured genuine hpe serial number and firmwaregenuine hpe certified solid state drivepart number s option part 653078 b21,hp enterprise,1,17114867#5924070
apple mac mini i5 2 6ghz 8gb 1tb pccomponentes,,,apple mac mini 3 0ghz core i7 late 2014 mgeq2ll a macofalltrades,keep in mind orders shipping outside the state of florida are not charged a sales tax apple part number mgeq2ll a hardware configuration 3 0ghz dual core intel core i7 processor with turbo boost up to 3 5ghz8 0gb pc3 12800 1600mhz lpddr3 on board memory 256gb flash storageintel iris 5100 graphics with up to 1 5gb shared from main memoryairport extreme wireless card 802 11ac bluetooth 4 02 thunderbolt port1 hdmi port1 ethernet port1 secure digital sdxc slotpower cable included,,0,13237552#15714137
hp 15 6 valentine fodral store sverige,skilj dig fr n m ngden med hps 15 6 tums spectrum fodral f r b rbara datorer med sk rmar p upp till 15 6 tum den snygga och eleganta utformningen utstr lar subtil finess ta den i handen eller i ryggs cken din b rbara dator kommer att tacka dig t ckning som ger dig ro du sover lugnt med hps begr nsade ett riga standardgaranti med onlinesupport 1,,thinkpad 14 inch sleeve sleeves lenovo australia,,,0,2298591#2201478
hp pavilion 15 cc109na laptop laptops store uk,,,hp pavilion x360 11 ad018ca pc portables store canada,,,0,16551242#9325351
lenovo thinkserver rd350 rack mountable xeon e5 2609v4 1 7 ghz 16 gb 70qk000wux x86 based servers cdw com,balanced performance means the lenovo thinkserver rd350 is loaded with the features you need and nothing you don t all in a slim 1u design advanced processor gives you outstanding performance for your workloads with high reliability features such as embedded raid and hot swap and redundant power you get peace of mind that your data is safe and your system is available this enterprise class server has just the right amount of computing power for your infrastructure collaboration and line of business applications,,lenovo thinkserver td350 tower xeon e5 2620v3 2 4 ghz 8 gb 0 70dg0009ux x86 based servers cdwg com,the thinkserver td350 combines the latest intel xeon performance with legendary think quality and excellent systems management capabilities to deliver a high performance maximum storage density design great for smb mid market and remote offices td350 is a dual socket tower server providing full enterprise capabilities in a 4u tower form factor with up to 32 processor cores and 90 tb of storage the td350 is ideal for smb and large enterprise applications a complete portfolio of systems management tools increases uptime and productivity while keeping costs low enhanced hardware monitoring alerts and diagnostics combined with integrated provisioning and deployment tools make td350 the ultimate solution for any environment think enterprise engineered for maximum performance and storage capacity ideal for small and medium business,,0,14846461#5754495
nzxt s340 elite black atx mid tower case ca s340w b3 pcpartpicker,,nzxt,corsair obsidian 350d micro atx case black cc 9011028 ww ocuk,the only micro atx case for high performance system builds,corsair,0,9398990#12358524
amd fx 6300 3 5ghz 6 core processor fd6300wmhkbox pcpartpicker deutschland,,amd,amd fx 6300 comprar em powerplanetonline,,amd,1,11076440#8664620
"""Acer Swift 1 SF113-31-P4A2 Pink ""@de","""                                                         33,80cm (13,3"") FullHD, Intel Pentium N4200 (4x 1,1GHz), 4GB RAM, 256GB SSD, Intel HD Graphics, Windows 10 Home 64-Bit                                                ""@de",,apple macbook air 13 1 6ghz intel core i5 notebook computer mmgf2ll a,,apple,0,17557479#11284021
crucial bx200 240gb 2 5 ssd tradineur com,capacidad 240 gb interfaz sata iii tama o 2 500,,transcend 256gb mlc sata iii 6gb s 2 5 inch solid state drive 370 ts256gssd370 external drives laptops outlet direct,256g 2 5,transcend,0,8524261#11079152
"364430 b21 hp msa50 10 bay 1u enclosure , null wholesale price",description hp storageworks msa50 10 bay 1u rm sata sas enclosure option part 364430 b21,hp enterprise,"432806 b21 hp 2gb pc2 5300 sdram module , null",description genuine hpe 2gb 1x2gb unbuffered pc2 5300666mhz ecc dimm sdram modulepart number s option part 432806 b21 spare 433935 001,hp enterprise,0,14927729#16859285
nzxt h440 new edition zwart groen prijzen tweakers,,,silverstone ecm20 adaptador pcie a m 2 pccomponentes,,,0,15944528#10350670
asrock fatal1ty 990fx killer prijzen tweakers,,,asus sabertooth x99,asus sabertooth x99 ddr4 sdram dimm 2133 2400 mhz intel core i7 lga 2011 v3,,0,11910730#11957496
hdd desk red pro 4tb 3 5 sata 128mb componentes pc tu tienda online l der con precios m s baratos,wd red pro nas hard drive wd4002ffwx disco duro 4 tb interno 3 5 sata 6gb s 7200 rpm b fer 128 mb,,hdd desk red pro 4tb 3 5 sata 128mb redes tu tienda online l der con precios m s baratos,wd red pro nas hard drive wd4002ffwx disco duro 4 tb interno 3 5 sata 6gb s 7200 rpm b fer 128 mb,,1,14567697#1639664
3doodler create 3d printing pen 3dood cre us printers cdw com,the 3doodler create is the latest generation of the world s first and best selling 3d printing pen compact easy to use the 3doodler create extrudes heated plastic that cools almost instantly into a solid stable structure,,afinia h480 desktop 3d printer printers cdw com,afinia h480the afinia h480 3d printer provides a true plug and play 3d printing experience the afinia 3d printer comes fully assembled with easy to install software for both the pc and mac the 3d printer can prototype a part or model that is up to 5 inches cubed in size with layer thickness ranging from 40mm down to 15mm for incredible accuracy a heated build platform aids in the adhesion of your model and greatly decreases the chance of warping as the abs cools award winningmake magazine awarded the afinia h series best overall experience with easiest setup and easiest to use in their 2013 3d printing buyer s guide now with new setup features the easiest just got easier cnet awarded the afinia h series 4 out of 5 stars with this quote from rich brown senior editor the afinia h series desktop 3d printer is the most approachable model we ve reviewed and we recommend it to anyone serious about getting started with 3d printing auto leveling and nozzle heightthe h480 features auto leveling platform calibration and nozzle height detection which makes the printer setup quick and easy easy to usethe included 3d printing software features an easy to use interface to import stl files and automatically generate any support material needed for your design this support material layer thickness and fill can be optimized in the software for more intricate builds the breakaway support material is easily removed by hand or with the included set of tools design files for 3d printing can be created using a multitude of free entry level or professional cad cam software such as autodesk solidworks sketchup tinkercad blender and openscad there is also an extensive online community for downloading and sharing 3d model files standalone printingthe afinia h480 3d printer comes equipped with built in on board memory so once a job has been transferred to the printer it is no longer necessary to have it connected to your computer use non proprietary 1 75mm abs or pla plastic filamentthe h480 prints using inexpensive non proprietary high quality plastic filament afinia offers both a premium and value line series in an array of colors and styles inside the boxafinia h480 3d printerfilament hanger and tubesoftware installer disc for pc macuser s manual and quick start guideauto leveling platform calibration device and cablefull spool of premium natural white abs filament 700g perf cell boards 3 usb 2 0 cableexternal power supplyhandling tools putty knife utility knife snipping pliers tweezers hex wrench nozzle wrench gloves 1 pair softwarepc win xp vista 32 and 64 bit windows 7 8 8 1 32 and 64 bit mac 10 6 10 8printingbuild volume 140 x 140 x 135mmvertical resolution 0 15 0 40mmprint material abs plafilament diameter 1 75mmheated platformelectricalpower 100 240vac 2 5a 50 60hzconnection usb 2 0physicaldimensions 245 x 260 x 350mmweight under 11 lbs environmental temperature 60 f to 85 f recommendedrelative humidity 20 50 recommendedfile inputinput format stl up3 uppwarrantyone 1 year limited warranty2nd year extended warranty available for purchase,,1,16957471#16059702
apple ipad pro 10 5 inch midnight blue smart cover mq092zm a,magnetic hinge aligns the smart cover with ipad pro 10 5 inch automatically wakes your ipad pro 10 5 inch when opened and puts it to sleep when closed folds into different positions to create a stand for reading viewing typing or making facetime calls easy to remove midnight blue finish,apple,apple 12 9 inch ipad pro with wi fi 32 gb silver,even with its 12 9 inch retina display the largest and most capable ipad ever is only 6 9mm thin and weighs just 1 57 pounds it has a powerful a9x chip with 64 bit desktop class architecture four speaker audio advanced isight and facetime hd cameras wi fi and lte connectivity icloud the breakthrough touch id fingerprint sensor and up to 10 hours of battery life it also includes great apps for productivity and creativity as well as many more incredible apps available in the app store and with powerful new features in ios 9 like multitasking ipad pro can do things no ipad has done before,,0,1040053#16909800
m393b2g70db0 yk0 samsung 16gb ddr3 pc12800 memory,,,kingston valueram ddr3 4 gb so dimm 204 pin kvr16s11s8 system memory ram cdw com,valueram is kingston s value priced line of industry standard generic memory intended for customers who have white box or generic computer systems or who plan to purchase memory by specification valueram is designed to industry specifications tested is 100 tested and is available at competitively low prices,,0,11916410#5486002
pny nvidia quadro m4000 graphics card 8gb gddr5 1664 cuda core cud ocuk,get real interactive expression with nvidia quadro the world s most powerful workstation graphics,pny,radeon pro wx4100 graphics card wx 4100 4 gb 100 506008 video cards cdwg com,content creation has evolved over the past ten years and so have the demands of the designers and creators cad professionals want flexible sleek and quiet small form factor workstations radeon pro wx 4100 delivers the performance and reliability workstation users need to get their job done,,0,965775#15596902
"356820 ct1 dl585 4p opt 848 2 2ghz , null",description proliant dl585 includes 4 x amd opteron 848 2 2ghz 8gb ddr ecc pc2100 24x cd rom drive 146gb 10k ultra320 hot plug harddrives embedded nc7782 dual port pci 10 100 1000t gigabit network adapter smart array 5i plus controller channel ultra3 with battery backed write cache enabler integrated on system board lights out ilo standard management manufacturer part 356820 ct1 this is a brand new configured to order server 3yr site warranty from,hp enterprise,"null , 346919 001 hp intel xeon mp 2 2ghz dl560 wholesale price",description 4 x hpe intel xeon dl560 mp 2 2ghz 400mhz 2mb 550w full 4 processor option kitpart number s manufacturer part 346919 001,hp enterprise,0,15953397#16357379
hp elite x2 1012 g1 2 en 1 core m7 6y65 8gb 256gb ssd 4g lte tactil 12 w10pro,windows 10 pro procesador intel core m7 6y75 1 2 ghz hasta 3 1 ghz con tecnolog a intel turbo boost 4 mb de cach 2 n cleos pantalla t ctil ultra delgada con retroiluminaci n led fhd brightview wuxga uwva edp 12 1920 x1280 conectada directamente corning gorilla glass 4 memoria 8gb ram disco duro 256gb ssd con teclado est ndar combo de intel dual band wireless ac 8260 802 11a b g n ac 2x2 wifi y bluetooth 4 2m dulo de banda ancha m vil hp lt4120 qualcomm snapdragon x5 lte,,asus zenbook 3 ux390ua gs042t i5 7200u 8gb 256gb ssd 12 5 w10 azul oro transformer book t101ha gr034t 2 en 1 z8350 4gb 128gb 10,12 5 i5 7200u 8gb ssd256gb win10,,0,8837824#16789101
fair condition apple imac 27 inch 3 5ghz quad core i7 late 2013 me089ll a macofalltrades,this unit has a chip on the bottom left corner of the display apple part number me089ll a hardware configuration 27 inch led backlit glossy widescreen tft lcd display with ips 2560x1440 resolution3 5ghz quad core intel core i7 processor with turbo boost up to 3 9ghz8 0gb 4x2 0gb pc3 12800 1600mhz ddr3 so dimm supports up to 32 0gb256gb flash storagenvidia geforce gtx 775m graphics with 2gb of gddr5 memoryairport extreme wireless card 802 11ac bluetooth 4 0built in facetime hd camera2 thunderbolt ports4 usb 3 0 ports1 ethernet port1 secure digital sdxc slotpower cable included,,apple 27 imac 3 2ghz intel quad core i5 desktop computer md096ll a abt,,apple,0,17132331#10968744
corsair vengeance lpx black 32gb 2x16gb ddr4 pc4 24000 3000mhz dual channel kit cmk32gx4m2b3000c15 novatech,ddr4 3000mhz cl15 1 2v xmp 2 0 lifetime warranty,corsair,corsair 16 gb 3000 vengeance lpx red ddr4 memory ram ln61752 cmk16gx4m4b3000c15r scan uk,16gb 4x4gb corsair ddr4 vengeance lpx red pc3 24000 3000 non ecc unbuffered cas 15 17 17 35 xmp 2 0 1 2v,,0,13314234#5290664
gigabyte geforce gtx 1060 mini itx oc 6gb gddr5,,,gigabyte tech geforce gtx 1060 mini itx pcie 3 0 x16 overclocked graphics card 6gb gddr5 gv n1060ixoc 6gd,,,1,10144422#7498404
hp smart array p series low profile bbwc battery pack prijzen tweakers,,,"408851 b21 hp 2gb 2x1gb pc2 5300 sdram kit , null",description genuine hpe 2gb 2x1gb pc2 5300 667mhzddr2 ecc registered sdram memory kitpart number s option part 408851 b21 2 modules per kit spare 430450 001 assembly 405475 051,hp enterprise,0,13713744#17168348
hyperx fury ddr4 64 gb 4 x 16 dimm 288 pin hx421c14fbk4 system memory ram cdw com,hyperx hx421c14fbk4 64 is a kit of four 2g x 64 bit 16gb ddr4 2133 cl14 sdram synchronous dram 2rx8 memory module based on sixteen 1g x 8 bit fbga components per module each module kit supports intel extreme memory profiles intel xmp 2 0 total capacity is 64gb this module has been tested to run at ddr4 2133 at low latency timing,,corsair vengeance lpx black 32gb 2x16gb ddr4 pc4 17000 2133mhz dual channel kit cmk32gx4m2a2133c13 novatech,ddr4 2133mhz cl13 1 2v lifetime warranty,corsair,0,14228771#2361538
gigabyte ga z170 hd3p 1 0 motherboard atx lga1151 socket motherboards chassis cdwg com,gigabyte 100 series motherboards support the latest 6th generation intel core processors a 14nm desktop cpu which features improved performance power efficiency and support for ddr4 memory bringing cutting edge features and ultimate performance to your next pc build fast usb 3 1 offers a staggering 10gb s transfer speed 2x faster than usb 3 0 and backward compatibility with existing usb devices sata express combines the benefits of pci express and sata to provide much higher bandwidth featuring data transfer rates of up to 16gb s 4k resolution is the next technological milestone in high definition content delivery utilizing approximately 4 000 pixels on the horizontal axis more than four times today s standard hd pixel density gigabyte motherboards provide native 4k support with integrated intel hd graphics via hdmi,,gigabyte z170 hd3p skylake atx motherboard ln66201 ga scan uk,gigabyte ga z170 hd3p intel z170 s 1151 ddr4 satae sata3 6gb s pcie 3 0 dvi hdmi atx motherboard,,1,3315330#7669150
logitech performance mouse mx black,enjoy accurate control on a range of surfaces with this logitech mx 910 001105 wireless laser mouse which features darkfield laser tracking for precision four programmable thumb buttons let you assign customizable commands for quick adjustments,,trendnet ac1900 tew 818dru prijzen tweakers,,,0,11451628#1637090
"782995 001 hp 6 tb 6g 7 2k 3 5 sas hdd , null",description hp 6tb 3 5 inch lff serial attached scsi sas 6g 7 2k hot plug midline mdl hard drivefor g1 g7 proliant serversgenuine hpe number and firmwaregenuine certified drivepart s option part 782669 b21 spare 782995 001 assembly 758413 model mb6000fedau smartbuy s21,hp enterprise,seagate barracuda 7200 14 1tb overview cnet,,seagate technology,0,17448559#14995674
asus h81 plus cat logo powerplanetonline,,asus,asus sabertooth x99 usb 3 1 motherboard ln64186 90mb0l00 m0eay0 scan uk,asus sabertooth x99 intel x99 s 2011 3 ddr4 sata iii 6gb s raid pcie 3 0 x16 quad sli crossfirex usb 3 1 atx,,0,15278924#15301739
maxell 48x cd r media 100 pack on spindle 648720 rom cdw com,these printable cd rs are used in special cd r ink jet printers for custom labeling maxell printable cd r discs have a recording capacity of 700mb 80minutes and are compatible with 1x through 48x recorders maxell cd rs are ideal for large file storage data exchange multimedia projects and jukebox duplicator applications,,tplink switch 5 puertos mini 10 100 d link dgs 1024d 24 gigabit black friday 2017,tp link tl sf1005d 5 port 10 100mbps desktop switch conmutador 5 x 10 100 sobremesa,,0,12112694#16995560
apple mac mini core i5 1 4ghz 4gb 500gb 5400 hd5000 gbe ac bt mgem2ll a,,,apple mac mini intel core i5 1 4ghz 4gb memory 500gb hard drive white,mac mini now has fourth generation intel core processors increased graphics performance and ultrafast 802 11ac wireless networking it also features two thunderbolt 2 ports great built in apps and os x yosemite and it s still the world s most power efficient desktop,,1,1467758#12981099
"null , hp 192106 b21 110 220 gb stndalone sdl new wholesale price",description 110 220gb stndalone sdlt lvdpart number s option part 192106 b21,hp enterprise,"432094 b21 hp 146 gb 15k 3 5 sp sas hdd , null",description 146gb serial attached scsi sas 15k 3 5 inch single port hot plug hard drivein hpe drive tray as pictured for g1 g7 proliant serversgenuine number and firmwaregenuine certified drivepart s option part 375872 b21 spare 376595 001 alternate 432094 assembly 443169 002 392254 003 375698 431943 model df146a4941 df146a9845 df146a8b57 df146abaa9,hp enterprise,0,16859980#17367126
"compaq pl ml530r g3 xeon 3 0ghz 1gb , null",description 271246 001 proliant xeon 3 0ghz ml530 g2 rack 1gb part,hp enterprise,"359557 b21 bl20p g2 xeon 2 8ghz 1gb 2p , null",description bl20pg2 xeon 2 8ghz 1m 1gb 2p manufacturer part 359557 b21,hp enterprise,0,16571350#16276497
"300680 b21 hp 2gb 2x1gb 266mhz sdram kit , null new wholesale price",description genuine hpe 2gb 2x1gb registered 266mhzddr pc2100 ecc sdram memory kitpart number s option part 300680 b21 2 modules per kit spare part 300701 001 2 modules per kit assembly part 261585 041 2 modules per kit,hp enterprise,"null , 631671 b21 hp smart array p420 2gb controller",description hp smart array p420 2gb fbwc 6gb2 ports internal sas controllerpart number s option part 631671 b21 spare 633538 001,hp enterprise,0,14832469#16227773
steinberg ur22mkii 2 channel usb interface computer recording page 7 right clearing,record and compose music in studio quality on your laptop or ipad with the ur22mkii with outstanding audio and build quality for its price class the ur22mkii combines choice components with advanced connectivity and flexible i o options to offer a full on mobile production platform,steinberg,steinberg ur22mkii audio hardware studica,"product description features of steinberg ur22mkii 24 bit 192 khz usb 2 0 audio interface top of the range converters provide a maximum sampling rate of 192 khz and a resolution of 24 bits delivering pristine audio quality two class a d pre mic preamps yamaha s highly acclaimed d pre preamps deliver a truly transparent and beautifully detailed sound that is unrivaled in this product class rugged metal casing built to the most exacting standards by yamaha s experienced engineers the ur22mkii is rugged enough to withstand all the rigors of the road latency free hardware monitoring the ur22mkii features latency free hardware monitoring with an intuitive mix knob that allows you to blend between the direct signal and the output of your host compatible with major recording software the ur22mkii is compatible with all major audio editing mastering and music production software supporting asio core audio or wdm standard ipad connectivity ur22mkii offers connectivity with apple s ipad when paired with cubasis or other ios audio apps the ur22mkii offers a portable and effortlessly intuitive production experience midi input and output for utmost flexibility the ur22mkii is equipped with a midi i o port connect your favorite synth a drum trigger module or any other midi device loopback function ur22mkii offers an easy way to streaming performances live to the internet with incoming audio signals merged to the playback signal from cubase or other daws inside the computer power source selector ur22mkii provides a 5 v dc port to supply power when connected to an ipad a standard usb power adapter or an external usb battery can be plugged in to guarantee power stability cubase ai cubasis le included cubase al is based on the same core technologies as cubase and offers an intuitive feature set for composing recording editing and mixing cubasis le is a streamlined version of steinberg s popular ios music production app offering professional music production on your ipad ,  specifications system requirements mac os x mac os x 10 7 10 8 10 9 10 10 10 11 intel dual core cpu windows windows 7 sp1 8 8 1 10 intel or amd dual core cpu 2 gb ram 4 gb of free hd space cd rom drive usb 2 0 3 0 port cc mode requires apple ipad camera connection kit lightning to usb camera adapter and an external 5 v dc adaptor or an external battery pack ur22mkii requires ios 7 or higher on ipad 2 or higher internet connection required for installation activation account setup and personal product registration to complete the cubase ai installation a download of approximately 500 mb is required",steinberg ur22mkii,1,1827690#4526195
western digital caviar blue 1tb 3 5 7200rpm internal hard drive wd10ezex pcpartpicker deutschland,,western digital,seagatebarracuda 7200 12 2tb 64mb cache hard drive sata 6 gb s 7200rpm oem st2000dm001 novatech,2tb capacity sata 6gb s interface 8 5ms average seek time 64mb cache 1 year warranty,91,0,7236922#11414496
corsair vengeance lpx 32gb 2 x 16gb ddr4 2666 memory cmk32gx4m2a2666c16 pcpartpicker espa a,,corsair,corsair vengeance lpx 32gb 2x16gb ddr4 pc4 21300c16 2666mhz dual channel kit black cmk32gx4m2a2 2666mh ocuk,2666mhz ram speed cas 16 18 18 35 timings 1 20 1 35v vdimm lifetime warranty with ocuk,corsair,1,12762112#7843041
kingston 16gb datatraveler se9 g2 usb 3 0 flash drive dtse9g2 dtse9 ocuk,its stylish capless design means there s no cap to lose and its ultra small form factor fits any lifestyle datatraveler se9 g2 now offers fast usb 3 0 speeds to save time when transferring files,kingston,sandisk ultra 128gb usb 3 0 flash drive black,take important files with you on the go with this sandisk ultra sdcz48 128g a46 usb 3 0 flash drive which features a 128gb capacity that provides plenty of space to store pictures videos music documents and more,,0,13919232#14625814
"404712 001 hp 146 gb u320 scsi 15k , null",description 2 x 146gb ultra320 3 5 inch scsi hot plug 15k hard drivein hpe drive tray as pictured genuine serial number and firmwarepart s option part 347708 b22 spare 347749 001 assembly 404712 481659 002 model bd14684970,hp enterprise,hp 404712 001 hotswap 146gb u320 15 000rpm,hp 404712 001 hotswap 146gb u320 15 000rpm,hp,1,17107254#9006395
startech com 1 drive duplicator and eraser for 2 5in 3 sata drives satdup11 disk cleaners cdw,clone or erase 2 5in 3 5in sata hard drives without a host computer connection the satdup11 standalone hard drive duplicator eraser enables you to copy 1 to 1 or erase up to 2 sata hard drives simultaneously without a host computer featuring three modes of standalone drive duplication including data only all partitions and sector by sector the hdd copier offers high performance duplication and has been tested for speeds up to 14gb per minute as a hard drive eraser the satdup11 is capable of erasing two drives simultaneously with several different modes available including quick erase secure erase and single pass three pass hard drive overwrite dod which passes over the hard drive 3 times to ensure that the data has been completely wiped complete with integrated lcd display and support for 2 5 and 3 5 sata i ii iii hard drives hdd and solid state drives ssd the satdup11 is a user friendly all in one solution for any application requiring hard drive duplication or erasing for added compatibility with different drive types in duplication and quick erase applications the satdup11 supports the use of various drive adapters the below list of startech com adapters have been specifically tested to ensure compatibility with this drive duplicator 2 5 3 5in ide drives sat2ideadp msata drives sat2msat25 m 2 ngff drives sat32m225,,samsung 960 evo 500gb mz v6e500bw,disco solido ssd m 2 2280 pcie 3 0 x4 nvme 500gb controladora samsung polaris memoria flash samsung 48 layer tlc v nand,,0,463810#5514779
4gb 2666mhz ddr4 cl15 hx fur bk tradineur com,capacidad total 16 gb frecuencia bus clock rate 2 666 mhz tecnolog a ddr4 tft kit no tipolog a dimm analogico generica s,,hyperx fury ddr4 4 gb dimm 288 pin hx426c15fb system memory ram cdwg com,plug and play for high performance with intel s 100 series and x99 chipsets hyperx fury ddr4 memory automatically overclocks to the highest frequency published up to 2666 mhz to deliver instant top level performance for motherboards with intel s 100 series and x99 chipsets it s a small investment for premium components that complement intel s 2 4 6 and 8 core processors for faster video editing 3d rendering gaming and ai processing its stylish low profile heat spreader with signature fury design lets you show off your rig in style,,1,11354446#2812
gigabyte amd radeon rx vega 56 8gb hbm2 graphics card ln84150 gv rxvega56 8gd b scan uk,8gb gigabyte radeon rx vega 56 14nm 3584 streams 1156mhz 1471mhz boost 800mhz hbm2 dp hdmi,,gigabyte radeon rx vega 56 8g graphics card 8 gb gv rxvega56 8gd b video cards cdwg com,these revamped ncus 1 ncu 64 stream processors are designed to operate at incredible clock speeds and deliver extreme gaming experiences with the newest high resolution and high refresh rate monitors state of the art memory system shatters the limitations of traditional gpu memory to tackle the growing high res texture packs in today s games optimized rasterizer technology enhances rendering efficiency and leaves more headroom to crank up quality settings while maintaining smooth 3d rendering,,1,17507459#13916225
apple mac mini 2 4ghz core duo mid 2010 mc270ll a macofalltrades,display adapter not included apple part number mc270ll a hardware configuration 2 4ghz intel core 2 duo processor4 0gb 2x2 0gb pc3 8500 1066mhz ddr3 so dimm supports up to 8 0gb320gb serial ata hard disk drive 5400rpmdvd rw cd rw superdrive dlnvidia geforce 320m graphics with 256mb ddr3 shared memoryairport extreme wireless card 802 11a b g n bluetooth 2 1 edr1 mini displayport1 hdmi port4 usb ports1 firewire 800 port1 ethernet port1 secure digital sd slotpower cable included,,mgem2ll a mac mini 1 4 4gb 500gb,,apple,0,14737369#3524759
apple 6 lightning to usb 2 0 cable md819am a cables cdw com,this 2 meter usb 2 0 cable connects your iphone ipad or ipod with lightning connector to your computer s usb port for syncing and charging or to the apple usb power adapter for convenient charging from a wall outlet,,apple md819am a 2 meter lightning to usb cable home audio accessories page 411 all tech toys,this usb 2 0 cable connects your iphone ipad or ipod with lightning connector to your computer s usb port for syncing and charging or to the apple usb power adapter for convenient charging from a wall outlet,apple,1,14132085#6068792
transcend jetflash 500 usb flash drive 8 gb ts8gjf500 thumb drives cdw com,losing usb end caps can be quite annoying not to mention the inconvenience of taking the cap on and off every time the drive is used for extra convenience and protection the jetflash 500 flash drive is designed with an extension and retraction mechanism that enables users to bring out or hide the connector with a single flick of the thumb its capless design not only keeps dust and debris out of the drive but also ensures there is no cap to misplace or lose thanks to its use of ultrasonic welding technology the jetflash 500 drive s inseparable outer case not only makes the drive more solid and rugged but also improves its tactile and visual appeal the jetflash 500 is a usb flash drive you will want to take out of your pocket and show off to your friends,,sandisk ultra 128gb usb 3 0 flash drive black,take important files with you on the go with this sandisk ultra sdcz48 128g a46 usb 3 0 flash drive which features a 128gb capacity that provides plenty of space to store pictures videos music documents and more,,0,3315611#14625814
120gb ssd now v300 sata3 7mm int,,kingston,disco duro interno solido hdd ssd,disco duro interno solido hdd ssd kingston v300 120gb 2 5 sata 600,,1,4838223#5163685
asus pce ac55bt network adapter wireless adapters accessories cdw com,the asus pce ac55bt wireless ac pci express adapter provides superior wi fi performance for server backbone and switching infrastructure applications as well as mainstream desktops and notebooks using the convenience of a standard pci express connector it delivers wide compatibility fitting any x1 x2 x8 or x16 slot compared with standard pci network cards it offers increased bandwidth reliability and functionality allowing you to enjoy faster and more stable connections downloading voip video streaming and online gaming all benefit from its high speed design and powerful antenna which ensure long range wireless coverage the friendly user interface further allows you to install and use the device as well as network applications quickly and easily,,tp link tl wn881nd 300mbps 2 antenli kablosuz pci e kart,,tp link,0,7352093#8164616
g skill ripjaws v f4 2400c15d 16gvr alternatieven tweakers,,,corsair xms3 8gb 2x4gb ddr3 pc3 12800c9 1600mhz dual channel kit cmx8gx3m2a1600c9 chann ocuk,1600mhz ram speed cas 9 9 9 24 timings 1 55 1 65v vdimm lifetime warranty with corsair,corsair,0,16047448#16589829
thinkpad 512 gb pcie nvme 3x4 m 2 ssd storage lenovo australia,,,transcend ssd370 solid state drive ssd 2 5 sata iii 256gb,,transcend,0,6742250#3018328
