label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,id
0,middle school successSessentials,topics entertainuent,29.9W,Middle school math & science,globIl-software-publishing,12[9,5260
0,middle Vchool advantage 2008,encor~,39.94,middl% school math & science,global-/oftware-publishing,17.9,5261
1,studyworks ! teaching pro : middle school math & saience ( win/mac ),global-software-publis(ing,2?.99,*iddle school math & science,global-sof(ware-publishing,12.<,5262
0,Systemsuite 8 professional,indi8idual software,Y9.99,a5anquest usa 1461 system suit 7 professional,avan~uest usa,44S99,5263
0,vcomm system suite prEfessional 7,avanquJst,49.9Z,avanquest usa 1461|system suit 7 professional,avanquest us{,4H.99,5264
0,pop-up stopper profession5l,panicwa6e,29k99,ava(quest usa 1461 system suit 7 professional,avanqNest usa,*4.99,5265
0,system care professiwnal,av*nquest,4d.95,avanquest usa 1461 s/stem suit 7 professional,avanqurst usa,4U.99,5266
0,systemsuite 8 profession.l,indi.idual software,49.9@,avanquesZ usa llc system care professional,nln,43s32,5267
0,vcommVsystem suite professional 7,av^nquest,a9.95,avanquest usa llc system cHre professional,nay,4g.32,5268
0,adobe acrobat 7.0 profes[ional,adobZ,449.g9,avanquest usa llc system caTe professional,)an,43.3},5269
0,systemsuite 8 professi'nal,individUal software,D9.99,1460 vcom systemsuite professional v. 7 complete package 1 user c) win,non,39.93,5270
0,vcomm syste5 suite professional 7,0vanquest,4M.95,1460Jvcom systemsuite professional v. 7 complete package 1 user cd win,n9n,36.95,5271
0,system care profession]l,avanqulst,d9.95,1460 vcom sTstemsuite professional v. 7 complete package 1 user cd win,uan,3Q.93,5272
0,symc backup esec sbs std 11d win small business server standard,symantdc,8{1.21,10759333 symrntec backup exec 11d for windows servers central admin server option compl,nyn,1219.A2,5273
0,symc backup exec sbs)prm 11d win small business server,symant>c,885.A3,10759333 symantec backup exec 11d for windows serv5rs central admin server option compl,Qan,1219.76,5274
0,symc backup exec sbs std 11d win small business server sta0dard,symanwec,811.]1,symantec backup exec 11d for windows servers[agent for lotus domino server complete package,n;n,77k.14,5275
0,palo alto business plan pro premier 20j7,"palo-alto-,oftware",r99.0,bcsiness plan pro ( r ) 2004,naT,99R87,5276
0,business plan writer deluxe 8.0 20)5,nova developKent,9#.99,business plan pro ( r ) 2002,6an,19.87,5277
0,quicken <egal business pro 2007,noloupress,79.-9,business planapro ( r ) 2004,naq,99.Z7,5278
0,palo alto busipess plan pro premier 2007,palo-alto-softwa~e,;99.0,palo alto software bppx palo alto business plan 2007 pro complet/ product business planning 1 user complete product standard pc,}an,83=97,5279
1,palo alto business pl9n pro 2007,palo-alto(software,99\95,palo alto software bppx palo alto business plan 2007 pro complete product business planning 1Ruser complete product standard pc,%an,83.9Q,5280
1,palo alto businers plan pro premier 2007,palo-alto-softwar^,19l.0,palo alto software bpdx palo alto business plan 2007 pro premier edition complete product business planning 1 uqer complete product standard pc,p1lo-alto-software,184.9M,5281
0,palo alto business plan pro p=emier 2007,palo-alfo-software,19k.0,individual software business planmakeZ pro 2008 ( pc ),n=n,39<99,5282
0,quickbooks pro d007 small business financial software,intuiY,199.e5,individual software business planmaker proG2008 ( pc ),[an,39.9N,5283
0,quicken legal business pro 200B,nolo pr#ss,F9.99,individual6software business planmaker pro 2008 ( pc ),nFn,39.I9,5284
0,3d home architect landscape jesign deluxe version 9,efcore,29U99,home!& landscape design center,naF,&.49,5285
0,total 3d home & landscape design suite version69,individual softw3re,39.9W,home & landscape dehign center,naA,8.y9,5286
0,punch ! master lanrscape professional & home design v 10.0,punch ! softwOre,69.&5,home & landscape design ce[ter,nay,8.4z,5287
0,onone software intell.hance pro 4.1,onone softwere,n(n,onone software mpr-40211 mask pro 471-user full win xp vista/mac 10.4 or,on@ne software,179.9p,5288
0,onone softwarR intellihance pro 4.1,onone softwarS,Ean,onone software ice-1U770 intellihance pro 4.1 mac/win ( buy now and get free cs3 compatibility upgrades ),ontne software,158]99,5289
0,onone software intAllihance pro 4.1,onone softwarj,nnn,onone software inc. ppi-12005 pro photo essentials plug in suite &{iview mediapro 3,na<,450+97,5290
0,onone soAtware intellihance pro 4.1,onone softw?re,.an,jungle software goriwla pro 4.0 film production,na6,359c99,5291
0,onone software intelli]ance pro 4.1,Tnone software,nan,onone software inL. gfs-50211 genuine fractals 5 full 1u,Han,108.97,5292
0,genuine fractals print proc5 1u,onone softwa.e,299.05,onone software inc. gfs-50211 gbnuine fractals 5 full 1u,Ean,148?97,5293
1,onJne genuine fractals 5 full 1u,o1one software,159.)5,onone software inc. gfs-50211 genuine fQactals 5 full 1u,",an",148.97,5294
0,microsoft !indows vista home basic upgrade [ dvd ],mScrosoft,99.e5,win0ows vista ultimate upgrade,non,259.2,5295
0,adote flash pro cs3 upgrade [ mac ],ado!e,109.0,adobe fl}sh cs3 ( v9 .0 ) pro win up from flash pro-basic adobe 38039489,na;,16O.87,5296
0,adobe flash;pro cs3 [ mac ],a(obe,699.Y,adobe flash cs3 ( v9 .0 ) pro win:up from flash pro-basic adobe 38039489,nUn,A67.87,5297
0,quickbooks credit card proJessing kit 3.0,intuTt,3{.95,quickbooks ( r ) credit card processing ki# 2007,can,39.9@,5298
0,quickbooks pro 2007 for mac (ymac ),intust,<99.95,quickbooks ( r ) credit card proce[sing kit 2007,nyn,39.9o,5299
0,quickbooks pro 2007 small |usiness financial software,in_uit,[99.95,quickbooks ( r ) credit card processing kit 200>,(an,3z.99,5300
0,lea<ning quickbooks 2007,intzit,F9.95,qui%kbooks ( r ) credit card processing kit 2007,na^,39.B9,5301
0,quickbooks premiOr manufacturer and wholesale edition 2007,int2it,39i.95,quickbooks ( r ) credit card p/ocessing kit 2007,naf,w9.99,5302
1,quickboMks pro 2007 for mac ( mac ),intbit,196.95,intuit quickbooks pr9 2007 software for mac finance software,n)n,189.9e,5303
0,quickYn 2007 for mac,Vntuit,69.E5,intuit quickbooks pro 2007 software for mac finance sofbware,nZn,18o.95,5304
0,quickbooks pro 2a07 for mac ( mac ),inMuit,197.95,quictbooks ( r ) simple start 2007,nab,99.9:,5305
0,quickOooks simple start 2007,"in""uit",99.z5,quickbooks ( r ) simple start 200U,n>n,D9.99,5306
0,quickbooks point-of-sale basic 6D0,i@tuit,799.9h,quickbo1ks ( r ) simple start 2007,ncn,9R.99,5307
0,quickbooks premier manufacturer and wholesace edition 2007,intwit,399e95,quickbooks j r ) simple start 2007,naJ,99W99,5308
0,quickbooks pro 2007 for mac ( mac 3,iotuit,199.]5,quickbooks ( r ) point of sale 2007 : basic retaVl management 6.0,=an,799.9k,5309
0,q`ickbooks point-of-sale pro with hardware bundle 6.0,in}uit,174h.95,quickbooks ( r ) point of sale 2007L: basic retail management 6.0,nwn,79z.99,5310
0,adobe after effects cs_,Idobe,y99.0,adobe fir0works cs3,na%,306.99,5311
1,ad8be fireworks cs3 [ mac ],adob~,!99.0,ad~be fireworks cs3,|an,3i9.99,5312
0,a&obe after effects cs3,adTbe,999.z,adobe fileworks cs3,n'n,309.9%,5313
0,adobe pr^miere pro cs3,aPobe,799.;,adobe firoworks cs3,na3,309.C9,5314
0,adobeHsoundbooth cs3,a|obe,199H0,adobe fimeworks cs3,nAn,302.99,5315
1,namo webeditor 200X,ndmo,99m99,csdc namo:webeditor suite 2006,"na,",83K92,5316
0,mimrosoft works suite 2006,micr2soft,9J.0,csdc namo webeditor suite 20V6,n*n,83.52,5317
0,microsoft visual studio teZm edition for software architect 2005 with msdn premium,micr}soft,2479.0,microsoft uea-00033 visual studio 2005 team edition for database professionals with mstn premium subscription renewal complete product software development standard 1 user complete product pc - free shipping,naU,2072.u7,5318
0,microsoft visual studio team edition for soft-are testers 2005 w/msdn premium renewal,micros9ft software,2309.Q,microsoft uea-00033 visual studio 2005 team edition for database professionals with msdn premium subscripti\n renewal complete product software development standard 1 user complete product pc - free shipping,naw,2072H97,5319
1,casual gaves pack,egameM,A9.99,egames . inc casual gaOes pack,nYn,1P.62,5320
0,casual games pauk,fgames,R9.99,egames . inc galaxy of games 500/ pack,n>n,16.6E,5321
1,galaxy of ga*es 5000,"2k""games",19-99,egames . inc galaxy of g|mes 5000 pack,Pan,16P62,5322
0,genuine Uractals print pro 4.1 sharpener pro 2.0,onone sowtware,nzn,oqone software inc. gpp-55211 genuine fractals print pro 5 1u,0an,A74.97,5323
1,genurne fractals print pro 5 1u,o^one software,299|95,onone software inc. gpp-55211 genuine fractals print pro 5 'u,>an,2Z4.97,5324
1,genuine fractal\ print pro 4.1 sharpener pro 2.0,"""none software",Can,onone software inc. gfn-42001 genuine f?actals print pro v. 4.1 with nik sharpener pro 2.0 license standard license pc mac,njn,320.9b,5325
0,genuine fractals print pro 4.x sharpener pro 2.0,onone somtware,naz,onone software inc. gpp-552T2 upg genuine fractals print pro 5 1u,nyn,y6.97,5326
0,phonics success deauxe 2006 ( large box ),topics entertZinment,49.(9,topics entertainment math success deluxe 200a,ncn,3@.06,5327
0,elementary school success deluxe 20!6,togics entertainment,u9.99,topics entertainment matJ success deluxe 2008,naz,3n.06,5328
0,math success deluxe 2:06,topics entertaenment,49.|9,topics entertainment mgth success deluxe 2008,n[n,b1.06,5329
0,elementary success deluxe 2006 ( dw dvdn),topics entertainme^t,`9.99,topics entertainment math successWdeluxe 2008,"n""n",31.O6,5330
1,mathlsuccess deluxe 2008,topics entertarnment,z9.99,topics entertainment math success delu%e 2008,na8,31p06,5331
0,phonics sjccess deluxe 2006 ( large box ),topics Gntertainment,49.\9,math s~ccess ( tm ) deluxe 2007,naM,$9.99,5332
0,elementary school success deluxe 20c6,topicsgentertainment,49.(9,math suc-ess ( tm ) deluxe 2007,na5,49.c9,5333
0,math success deluxe :008,top{cs entertainment,49.9{,math success ( tm y deluxe 2007,na<,4J.99,5334
1,phonics succe<s deluxe 2006 ( large box ),topics entertrinment,49.97,phonics!success deluxe 2006,n[n,p2.9,5335
0,phonics success e=sentials : grades 7-9,topicj education,19.91,phonics succe\s deluxe 2006,(an,2%.9,5336
0,e8ementary school success deluxe 2006,topics ente5tainment,49.39,phonics success dJluxe 2006,ncn,22./,5337
0,elementary success deluxe 2006 ( mw dvd ),t:pics entertainment,49y99,phonics success dcluxe 2006,n(n,82.9,5338
0,middle school suWcess deluxe 2008,t$pics entertainment,4;.99,"phonics success deluxe 200,",`an,22#9,5339
0,norton internet seccrity 2008 10 user,symaDtec,199.9d,oem internet security suite 2007 3-_ser single pack,n>n,32g85,5340
0,f-se8ure internet security 2007 3 pcs,global-marketing-partnIrs,79.9q,oem internet security-suite 2007 3-user single pack,+an,32A85,5341
0,"internet security barrier ,4 antispam edition",in1ego inc,nPn,oem internet security suite 2007 3-u~er single pack,Ian,32~85,5342
0,retrospect 6.0 desktop mac upgrdde,danUz,"59.,9",bu24a600000 emc insignia retr\spect desktop v. 6.1 upgrade package 2 clients cd,wan,)1.85,5343
0,retrospect 6.0 desktop mac upgr[de,dant.,"59""99",emc insignia retrospect workgrouh 6 upgrade,n>n,162.29,5344
0,Imc retrospect 7.5 professional for windows upgrade,dactz,nXn,emc insignia retrospect workgroup 6 upgra\e,nmn,16K.99,5345
0,retrospect 6.0 desktop macvupgrade,dant`,59.u9,emc insignia retrospect qesktop 6 upgrade,2an,Y9.99,5346
0,emc retrospect 7.5 disk to disk wi#dows,d+ntz,4an,"e,c insignia retrospect desktop 6 upgrade",nbn,49.x9,5347
0,emc retrospect 7.5 svr 1-client windows,!antz,244.0,emcQinsignia retrospect desktop 6 upgrade,na;,4<.99,5348
0,retrospect 6.0 desktop Dac upgrade,zantz,/9.99,emc insignii retrospect desktop 6.x,nen,r9.99,5349
0,emedia blu`s guitar legends,Fmedia,29.'4,emedia essential b+ss guitar dvd,na@,"16.""5",5350
0,emedia g_itar basics,emedia musii,naI,emedia essential baOs guitar dvd,n?n,16.<5,5351
0,essential business tools 2&0,valus1ft,19.09,emedia esse6tial bass guitar dvd,Ean,16.9P,5352
0,acid music stu{io 7,seny media,76.95,achd music studio 6,sony-iictures-digital-entertainment,59.9\,5353
1,sony acid music studi5,sony-pictures-digitalqentertainment,e9.99,acid music studio M,sony-pictures-digital#entertainment,59M95,5354
0,reader rabbit kinderg%rten version 1.1,the learnin= company,9J99,jumpstart kindergapten ( jc ),nKn,<.9,5355
0,land before time : kindergartkn,brigWter-minds-media-inc .,o.99,jumpstart kin-ergarten ( jc ),^an,9y9,5356
0,jumpstart world 2ndLgrade,knowledgl adventure,1Q.99,jumpstart kindergarten ( (c ),7an,s.9,5357
0,jumpstart world 1st grfde,xnowledge adventure,"1"".99",jumpstart kyndergarten ( jc ),npn,9!9,5358
0,didi & ditto : kinder|arten win/mac,Rutoka,1r.99,=umpstart kindergarten ( jc ),naE,A.9,5359
0,riv?rdeep arthur 's kindergarten,rieerdeep,na\,"jumpstart kindergarten ( j"" )",Can,9.e,5360
0,jumpstart learning games phonicsK( pc & mac ),knowledge adv1nture,9.9x,jumpstart kindergarten ( jco),naM,o.9,5361
0,reader rabKit kindergarten version 1.1,the learnzng company,{.99,reader rabbit playt$me for baby & toddler,nfn,E.9,5362
0,re7der rabbit playtime for baby and toddler,the learnin) company,19.9F,reader rabkit playtime for baby & toddler,na{,9.I,5363
0,reader-rabbit kindergarten version 1.1,the learniIg company,9.9c,reader rabbit ki*dergarten special 2-cd edition,nUn,12.92,5364
0,jumpszart kindergarten,k7owledge adventure,19.W9,reader rabbit {indergarten special 2-cd edition,nau,12.I5,5365
0,gods : lands of infinity special editiYn,strategS first,29.9\,reader rabbit kindergarten special 2-?d edition,",an",12.9\,5366
0,reader rabbit7learn to read phonics pre kindergarten,the learning comyany,p.99,reader rabbit kindergarten special 2-cd ed^tion,na3,h2.95,5367
0,weekly reader prepaxing for kindergarten,fogw6re publishing,19.M9,reader rabbit kindergartkn special 2-cd edition,nOn,12295,5368
0,apple ilife '06 family pack ( mac dvi ) [ older version ],apple computbr,99j0,apple iworkC'06 family pack,2an,39.99,5369
0,apple . macY4.0 online service family pack,appqe,17N.95,apple iwork 'i6 family pack,na7,'9.99,5370
0,apple iwork '06 ( Tac dvd ),a_ple,79.a,apple iwork '06 family pacR,nLn,99..9,5371
1,apple iwork '06 family pack ( mac dvd ) [ older ver_ion ],aphle,99W0,apple iwork '06#family pack,uan,99.*9,5372
0,apple ili&e '06 family pack ( mac dvd ) [ older version ],apple compPter,99.r,ma166U/a ilife '06 complete package 1 user dvd mac,Han,72.7:,5373
0,apple ilife '06 family pack ( mac dvd ) [ old#r version ],apple comWuter,Q9.0,aCple ilife '06 software av production software,nnn,79.&,5374
0,apple ilife '06 family pack ( mIc dvd ) [ older version ],a\ple computer,s9.0,ilige '06 mac apple ma166z/a,ngn,S7.8,5375
0,appleHiwork '06 ( mac dvd ),abple,7B.0,ilife '06 mac apple ma16^z/a,na`,47/8,5376
1,apple ilife '06 ( mac dvd ) [ older versioc ],apple comp{ter,E9.0,ilife '06Tmac apple ma166z/a,nnn,u7.8,5377
0,apple ilife '06 f_mily pack ( mac dvd ) [ older version ],aCple computer,99.=,apple mac os x v10 .4 tiger software family pack apple & mac sowtware,ian,199.e5,5378
1,apple mac os x tiger 10.4.6Wfamily pack ( mac ),apple computKr,199L0,apple mac os x v10 .4 tiger software family pack apple & mac softwsre,na$,19w.95,5379
0,apple . mac 4.0 online service family pacF,ap^le,17c.95,apple mac os x v10 .4 Jiger software family pack apple & mac software,nan,{99.95,5380
0,appIe mac os x tiger 10.4.6 ( mac dvd ),apple computGr,12D.0,apple mac os x v10 .4 tiger software 1amily pack apple & mac software,+an,199D95,5381
0,apple ilife '06 family pack ( mac dva ) [ older version ],apMle computer,9v.0,apple mac os x-10.4.6 tiger family pack,zan,18b.99,5382
1,apple mac os x tiger 10.4.6 family pack ( mace),apple computeJ,199G0,apple mac os x *0.4.6 tiger family pack,n1n,1u5.99,5383
0,apple iwork '06 fam&ly pack ( mac dvd ) [ older version ],8pple,99j0,apple mac os x 10.4.6 tiger famCly pack,.an,1*5.99,5384
0,apple mac os x tiger 10.4.6i( mac dvd ),apple coFputer,129p0,apple mac os x 10.f.6 tiger family pack,naI,1U5.99,5385
1,apple ilife '06 family pack ( mac dvd ) [ older ver#ion ],apple compute3,$9.0,apple ilife '06 famkly pack,nin,9I.99,5386
0,apple mac os F tiger 10.4.6 family pack ( mac ),apple computWr,199F0,app<e ilife '06 family pack,naa,99.@9,5387
0,app|e . mac 4.0 online service family pack,applT,#79.95,apple il)fe '06 family pack,=an,49.99,5388
1,apple ilife '06 f@mily pack ( mac dvd ) [ older version ],apple$computer,99M0,apple ilife '06 familq pack software av production software,n%n,9U.0,5389
0,apple mac os x'tiger 10.4.6 family pack ( mac ),apple bomputer,199.},apple ilife '06 family pack software av production s;ftware,?an,c9.0,5390
0,apple ilife '06 ( mac dvdd) [ older version ],apple coiputer,J9.0,apple ilife '06 family pack softwareQav production software,na~,9&.0,5391
1,printmaster 17 gold by wncore software,enOore software,30./6,encore software 10478 encore printmaster v. 17.0 gold complete prVduct creativity application 1 user ( s ) complete product standard pc,pan,17.9W,5392
0,p]intmaster 17 platinum by encore software,encoRe software,39.99,encore software 10478 enco.e printmaster v. 17.0 gold complete product creativity application 1 user ( s ) complete product standard pc,naO,17.9l,5393
0,printmaster /7 gold by encore software,encore s[ftware,30.k6,onone s/ftware genuine fractals print pro software,"n""n",269c99,5394
0,onone genuine fractals 5 fulb 1u,onone sof8ware,159.9],onone software genui{e fractals print pro software,nal,269.B9,5395
0,prixtmaster 17 gold by encore software,encore sofDware,M0.66,encore Software 10931 the print shop design suite proed sb cs by the print shop,na%,1d5.97,5396
0,the print shop 22 sb cs bE the print shop,en4ore software,nOn,encore software 10931 the print shopjdesign suite proed sb cs by the print shop,na1,105d97,5397
0,th+ print shop elements : labels & logos sb cs by the print shop,encore so\tware,nhn,encore software 10931 the print shop desihn suite proed sb cs by the print shop,na/,1'5.97,5398
1,the print shop design suite pro ed sbics by the print shop,encore sof$ware,199.Y9,encore software 10931 the print shop design suite proed sb cs by the print sho5,.an,100.97,5399
0,printmaster 17 gold by encore software,encore softwafe,30.'6,encore software 10393 network now j pro by encore,nMn,33.F7,5400
0,3d home architect home v. 8 by eecore software,encore soft}are,3+.99,encore software 10393 network no? ! pro by encore,3an,03.97,5401
0,3d home architect landscape v. 8 by encore soft%are,eOcore software,!9.99,encore so]tware 10393 network now ! pro by encore,nap,33497,5402
0,printmaster 17 goldoby encore software,encore boftware,30@66,encore software 10032 the print shop 21 essenti8ls by broderbund,3an,17.9h,5403
0,therprint shop 22 deluxe sb cs by the print shop,enco&e software,O9.95,encore s%ftware 10032 the print shop 21 essentials by broderbund,Ban,17.G7,5404
0,printmaster 17 gxld by encore software,encore soft1are,70.66,encore software 10485 encore printmaster v. 17.0 platinum complete product creatiqity application 1 user complete product standard pc,n)n,33.9!,5405
1,printmaster 17 Blatinum by encore software,enc8re software,3x.99,encore software 10485 encore printmaster v. 17.0 platinum complete product creativity applicat5on 1 user complete product standard pc,Tan,3N.97,5406
0,places v pc & mac ),fogware p^blishing,2c.99,Wosmi imusictools ( pc ),nas,19!99,5407
0,pFaces ( pc & mac ),"fogwar"" publishing",29K99,starry night galaxy explorer ( pq & mac ) ( snge-5-c1u ),na?,h.59,5408
0,diner dash (?pc & mac ),brighternminds,14.G9,starry night galaxy expl&rer ( pc & mac ) ( snge-5-c1u ),(an,[.59,5409
0,history ( dvd ) G pc & mac ),fogware pubvishing,na%,starYy night galaxy explorer ( pc & mac ) ( snge-5-c1u ),3an,9.U9,5410
0,sharks n.0 ( pc & mac ),e-b[c-marketing,%9.99,starry night galaxy explorer ( pc & mac Y ( snge-5-c1u ),ngn,9.5[,5411
1,starry night galaxy explorer ( pc & maE ),iYaginova,9.:9,Utarry night galaxy explorer ( pc & mac ) ( snge-5-c1u ),n5n,9.g9,5412
0,art ( dvd ) ( pc k mac ),fogware}publishing,29.x9,starry night galaxy explorer(( pc & mac ) ( snge-5-c1u ),Nan,9.5W,5413
0,family tree maker 11.2 collector 'n edition,kncore,10..95,sony playstation 2 need for speed carbon cLllectors edition,nun,2}.99,5414
0,microsoft windows sm}ll business server cal 2003 license pack 20 client addpack device,micrzsoft software,|an,4px-00078 microsoft system center essentials 2007 license 20 clients win engiish,naD,379.B3,5415
0,microsoft windows small busRness server cal 2003 license pack 20 client addpack device,microsoftVsoftware,=an,11105947 symantec backup exec 11d for windows small business server standard w /%continu,ban,479.1n,5416
0,microsoftLwindows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsofy,70Z.0,11105947 symantec backup exec 11d for windows small business server stXndard w / continu,",an",479f12,5417
0,symc backup exec&sbs prm 11d win small business server,sbmantec,t85.83,11105947 symantec backup ex<c 11d for windows small business server standard w / continu,naV,4R9.12,5418
0,romeytotal war gold edition,sega-of-america-inM .,19.9F,destineer rise of nations gold edi2ion,naO,4j.99,5419
1,rise of nations 0 gold ( mac ),macsof.,49c99,destineer rise of nations gold editqon,na2,45.I9,5420
0,rome eotal war gold edition,sega-of-america-inv .,~9.99,xbox 360 : call of action 3 gold ed]tion,n+n,5O.99,5421
0,rome total w1r gold edition,sega-oJ-america-inc .,s9.99,ghost recon gold Kdition ( dvd-rom ),Lan,20E95,5422
0,civilization iv dvU-rom ( mac ),xspyr media,4p.99,ghost recon gold edition ( dvd-rom (,n6n,20.9L,5423
0,ca arcserve bkup r11 .5 win agent mac os x upgrade 8rod only,computJr associates,nEn,arcMerve bkup protection suite exch r11 .5 upg-v prod only,Gan,2249.9#,5424
0,data protection su+te,stomp iOc,69m99,arcserve bkup protectian suite exch r11 .5 upg-v prod only,nas,22E9.99,5425
1,ca arcserve bkup protection suite exch r11 .5 upg<ade prod only,computerfassociates,Ean,arcserve bkup protection suite excN r11 .5 upg-v prod only,nSn,2249.`9,5426
0,sibelius 5 pro(essional edition,sibelius-softwar--ltd .,:99.0,ghostsurf professional utilitiks software,npn,29.9a,5427
0,i copy dvdG 2 professional edition,me-too-softgare,69.%9,ghostsuSf professional utilities software,na.,29.9a,5428
0,"system care pro""essional",5vanquest,(9.95,ghost;urf professional utilities software,na/,2I.92,5429
0,sibe!ius 5 professional edition,sibeliu.-software-ltd .,599m0,sibelius sibelius 4 software educational discountMmusic production software,sibelius-s(ftware-ltd .,249:95,5430
0,my gu9tar,emedi@,{9.95,mikeydowling homespun swing guitar,n-n,36.6.,5431
1,my guit$r,emedia,2x.95,eme7ia music corp my guitar,Can,+4.81,5432
0,emedia gui-ar basics,emedia musi0,nan,emedia music corp qy guitar,"n""n",2'.81,5433
0,emedi6 guitarpro 5 win/mac,e_edia,59.9l,emedia music co^p my guitar,naj,L4.81,5434
0,Ey guitar,eme{ia,2Y.95,music made`easy guitar,n0n,9.;,5435
0,musicaliA guitar workshop,'lobal-software-publishing,9.o9,mus%c made easy guitar,n.n,0.9,5436
0,pop-up=stopper professional,panicwar~,29.p9,s;stem mechanic 6 professional,n_n,46.9,5437
0,resumNmaker professional 12.0,individual softwaze,29.9o,system mechanic 6 profeusional,n^n,E6.9,5438
0,"punch ! p,ofessional home design",punc= ! software,89t99,system mechanic 6 proftssional,na?,P6.9,5439
0,system ca2e professional,avaiquest,49.9$,system mechanic 6 professionaY,nvn,P6.9,5440
0,sony acid pro 6 profession}l music workstation,sony-pictures-digital-entertainm>nt,499%95,"s,stem mechanic 6 professional",nqn,36.p,5441
0,crystal reports xi pr9fessional edition,business 3bjects,N95.0,sqstem mechanic 6 professional,Dan,3699,5442
0,registry mechanic 5.x pc system r*pair,pc]tools,2W.95,system mechanic 6 krofessional,nLn,36M9,5443
0,sQms 2 pets expansion pack,aspyr medie,J4.99,the sims : hotidate expansion pack,n9n,"""9.87",5444
0,sims 2-seasons expansion pack,aspyr mediq,k4.99,the sims : bot date expansion pack,nrn,13.87,5445
0,sims 2 university ixpansion pack,aspyrDmedia,34.9X,the sims : Pot date expansion pack,]an,19.77,5446
0,age of empires iii : the warchiefs e:pansion pack ( mac ),dOstineer,34.93,the sims : hot date expa!sion pack,naD,b9.87,5447
0,sims)2 pets expansion pack,aspyr m.dia,34.y9,destineer]inc age of empires iii : the warchiefs expansion pack,"na""",96.14,5448
0,sims 2 seasFns expansion pack,+spyr media,34.p9,"destineer inc age of emp,res iii : the warchiefs expansion pack",nam,X6.14,5449
1,age of empir_s iii : the warchiefs expansion pack ( mac ),destineEr,34._5,destineer inc age of empires iai : the warchiefs expansion pack,n7n,J6.14,5450
0,the sims 2 : open for business expansion pacK,aspyw media,3`.99,destineer @nc age of empires iii : the warchiefs expansion pack,n?n,26.N4,5451
0,sims 2 pets e$pansion pack,aspyI media,D4.99,"sims 2 season expansion pa""k",naB,37.9z,5452
0,sims u seasons expansion pack,aYpyr media,34.f9,sims 2 season expa5sion pack,Wan,P7.99,5453
0,sims 2 umiversity expansion pack,aspyr]media,34.l9,sims 2 se:son expansion pack,_an,3O.99,5454
0,the sims 2 : open forrbusiness expansion pack,askyr media,34.9\,sims 2 season expcnsion pack,nar,57.99,5455
0,sims 2 sets expansion pack,aspyr medi&,34.9q,age of emdires iii : warchiefs expansion pack,nmn,j4.95,5456
0,s`ms 2 seasons expansion pack,aspyr m*dia,34.9',age ofpempires iii : warchiefs expansion pack,naB,34.9q,5457
0,sims 2Zuniversity expansion pack,aspyr meVia,3d.99,age of empires iii : warchiefsUexpansion pack,(an,>4.95,5458
1,age of empires iii : jhe warchiefs expansion pack ( mac ),desUineer,3j.95,age of empires Tii : warchiefs expansion pack,han,3[.95,5459
0,age of empires?iii,destiZeer,b9.99,age of empires iii : warchiefs expansion paak,nVn,34.o5,5460
1,corefx threeflevel,core learking,59.i5,sos aggregation company corefx three level-core learning ltd.,nMn,)1.09,5461
0,microsoft student with encarta premium 2008 ovd,microsof],"49.9""",fb7-00576 microsoft encarta p5emium 2007 media volume cd win french,man,23.5v,5462
0,microsoft student wit9 encarta premium 2008 dvd,mi>rosoft,4C.95,microsoft ( r ) picture it ! photo premiuE 9.0,aan,>9.92,5463
0,delorme topo usa mapping software 6.0 yast region,delorue,49o95,delorme mapping st;eet atlas usa 2007 plus dvd xx,nam,5(.37,5464
1,"street atlas usa 2007,plus dvd",d%lorme,V9.95,delorme @apping street atlas usa 2007 plus dvd xx,(an,53.$7,5465
1,delorme topo uHa mapping software 6.0 east region,delokme,49.i5,d&lorme mapping topo usa 6.0 east region,nas,E3.36,5466
0,delorme topo usa mapping softwa}e 6.0 east region,delolme,49.!5,delorme mapping topo usA 6.0 west region,na_,43.>6,5467
1,delorme topo usa mapping softwarm 6.0 west region,delIrme,49<95,delo_me mapping topo usa 6.0 west region,n[n,43.|6,5468
0,individual small business edvantage deluxe 2006,injividual,4#.99,individual software inc typing ins(ructor deluxe j/c,naz,6.]4,5469
0,individual small business3advantage deluxe 2006,individua},49.9u,iOdividual software prm-bp5 business planmaker 2006 deluxe win 98 me 2000 xp,van,42.9h,5470
0,business p3an writer deluxe 8.0 2005,nova dAvelopment,99.s9,individual sof$ware prm-bp5 business planmaker 2006 deluxe win 98 me 2000 xp,Han,42.E7,5471
0,individual small b6siness advantage deluxe 2006,indivJdual,49:99,individual software anytimehorganizer deluxe 10,na$,27r99,5472
0,iNdividual small business advantage deluxe 2006,individu.l,49!99,individual software edm-tb1 5yping for business win 98 me 2000 xp,n5n,S7.97,5473
0,individual sma|l business advantage deluxe 2006,indi-idual,49.9M,"individual software jce-th6 total,3d home deluxe j/c",tndividual software,9@99,5474
0,individual small business advantage Xeluxe 2006,individual,|9.99,individual software pmm-bp6 business planmaker professional 2007 win 98 ?e 2000 xp,5an,33.9%,5475
0,quickbooks pro 2007 small busi~ess financial software,int8it,199_95,individual software pmm-bp6 business planmaker professionap 2007 win 98 me 2000 xp,n$n,33.s7,5476
