ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,originalRightId
punch ! master landscape professional & home design v 10.0,punch ! software,69.95,punch software 85100 master landscape professional & home design v 10.0,punch ! software,61.8,"('title', 'price')",0@851
punch software 85100 master landscape professional & home design v 10.0,,61.8,punch ! master landscape professional & home design v 10.0,punch software,45.99,"('title',)",1@1062
punch software 85100 master landscape professional & home design v 10.0,,61.8,punch ! master landscape professional & home design v 10.0,punch ! software,45.99,"('title', 'manufacturer')",1@1062
punch software 85100 master landscape professional & home design v 10.0,,61.8,punch ! master landscape professional & home design v 10.0,punch software,62.99,"('title',)",1@2273
punch software 85100 master landscape professional & home design v 10.0,,61.8,punch ! master landscape professional & home design v 10.0,punch ! software,62.99,"('title', 'manufacturer')",1@2273
punch software 85100 master landscape professional & home design v 10.0,,61.8,punch ! master landscape professional & home design v 10.0,punch software,45.99,"('title',)",1@1039
punch software 85100 master landscape professional & home design v 10.0,,61.8,punch ! master landscape professional & home design v 10.0,punch ! software,45.99,"('title', 'manufacturer')",1@1039
punch software 85100 master landscape professional & home design v 10.0,,61.8,punch ! master landscape professional & home design v 10.0,,168.97,"('title',)",1@1033
punch software 85100 master landscape professional & home design v 10.0,,61.8,punch ! master landscape professional & home design v 10.0,punch ! software,168.97,"('title', 'manufacturer')",1@1033
print shop 22 pro publisher deluxe,encore,99.99,encore inc print shop 22 pro publisher deluxe,encore,49.99,"('title',)",0@40
print shop 22 pro publisher deluxe,encore,99.99,encore inc print shop 22 pro publisher deluxe,,49.99,"('title', 'manufacturer')",0@40
print shop 22 pro publisher deluxe,encore,99.99,encore inc print shop 22 pro publisher deluxe,encore,85.07,"('title', 'price')",0@40
print shop 22 pro publisher deluxe,encore,99.99,encore inc print shop 22 pro publisher deluxe,encore software,,"('title',)",0@1076
print shop 22 pro publisher deluxe,encore,99.99,encore inc print shop 22 pro publisher deluxe,,,"('title', 'manufacturer')",0@1076
print shop 22 pro publisher deluxe,encore,99.99,encore inc print shop 22 pro publisher deluxe,encore software,85.07,"('title', 'price')",0@1076
encore inc print shop 22 pro publisher deluxe,,85.07,print shop 22 pro publisher deluxe,,42.97,"('title',)",1@2544
encore inc print shop 22 pro publisher deluxe,,85.07,print shop 22 pro publisher deluxe,encore,42.97,"('title', 'manufacturer')",1@2544
encore inc print shop 22 pro publisher deluxe,,85.07,print shop 22 pro publisher deluxe,,99.99,"('title', 'price')",1@2544
encore inc print shop 22 pro publisher deluxe,,85.07,print shop 22 pro publisher deluxe,,29.99,"('title',)",1@1157
encore inc print shop 22 pro publisher deluxe,,85.07,print shop 22 pro publisher deluxe,encore,29.99,"('title', 'manufacturer')",1@1157
encore inc print shop 22 pro publisher deluxe,,85.07,print shop 22 pro publisher deluxe,,99.99,"('title', 'price')",1@1157
encore inc print shop 22 pro publisher deluxe,,85.07,print shop 22 pro publisher deluxe,,39.92,"('title',)",1@3154
encore inc print shop 22 pro publisher deluxe,,85.07,print shop 22 pro publisher deluxe,encore,39.92,"('title', 'manufacturer')",1@3154
encore inc print shop 22 pro publisher deluxe,,85.07,print shop 22 pro publisher deluxe,,99.99,"('title', 'price')",1@3154
roxio popcorn 2 software for mac av production software,,49.95,roxio popcorn 2 ( mac ),,49.99,"('title',)",1@1160
roxio popcorn 2 software for mac av production software,,49.95,roxio popcorn 2 ( mac ),roxio,49.99,"('title', 'manufacturer')",1@1160
roxio popcorn 2 software for mac av production software,,49.95,roxio popcorn 2 ( mac ),,49.95,"('title', 'price')",1@1160
roxio popcorn 2 software for mac av production software,,49.95,roxio popcorn 2 ( mac ),,29.99,"('title',)",1@2844
roxio popcorn 2 software for mac av production software,,49.95,roxio popcorn 2 ( mac ),roxio,29.99,"('title', 'manufacturer')",1@2844
roxio popcorn 2 software for mac av production software,,49.95,roxio popcorn 2 ( mac ),,49.95,"('title', 'price')",1@2844
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,high school advantage 2008,,7.9,"('title',)",1@2045
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,high school advantage 2008,encore,7.9,"('title', 'manufacturer')",1@2045
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,high school advantage 2008,,39.99,"('title', 'price')",1@2045
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,high school advantage 2008,,33.89,"('title',)",1@243
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,high school advantage 2008,encore,33.89,"('title', 'manufacturer')",1@243
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,high school advantage 2008,,39.99,"('title', 'price')",1@243
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,high school advantage 2008,,25.97,"('title',)",1@2280
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,high school advantage 2008,encore,25.97,"('title', 'manufacturer')",1@2280
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,high school advantage 2008,,39.99,"('title', 'price')",1@2280
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,high school advantage 2008,,33.89,"('title',)",1@163
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,encore inc elementary advantage 2008,encore,33.89,"('manufacturer',)",1@163
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,encore inc elementary advantage 2008,,39.99,"('price',)",1@163
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,high school advantage 2008,encore,33.89,"('title', 'manufacturer')",1@163
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,high school advantage 2008,,39.99,"('title', 'price')",1@163
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,encore inc elementary advantage 2008,encore,39.99,"('manufacturer', 'price')",1@163
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,high school advantage 2008,,39.95,"('title',)",1@2835
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,elementary advantage 2008 encore,,39.99,"('price',)",1@2835
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,high school advantage 2008,encore,39.95,"('title', 'manufacturer')",1@2835
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,high school advantage 2008,,39.99,"('title', 'price')",1@2835
encore software 12380 high school advantage 2008 win 2000 xp vista,,34.97,elementary advantage 2008 encore,encore,39.99,"('manufacturer', 'price')",1@2835
encore software 11430 axis & allies collectors edition win 98 me 2000 xp,,18.97,axis & allies collector 's edition,,85.07,"('title',)",1@251
encore software 11430 axis & allies collectors edition win 98 me 2000 xp,,18.97,axis & allies collector 's edition,encore,85.07,"('title', 'manufacturer')",1@251
encore software 11430 axis & allies collectors edition win 98 me 2000 xp,,18.97,axis & allies collector 's edition,,19.99,"('title', 'price')",1@251
encore software 11430 axis & allies collectors edition win 98 me 2000 xp,,18.97,axis & allies collector 's edition,,29.99,"('title',)",1@1020
encore software 11430 axis & allies collectors edition win 98 me 2000 xp,,18.97,axis & allies collector 's edition,encore,29.99,"('title', 'manufacturer')",1@1020
encore software 11430 axis & allies collectors edition win 98 me 2000 xp,,18.97,axis & allies collector 's edition,,19.99,"('title', 'price')",1@1020
encore software 11430 axis & allies collectors edition win 98 me 2000 xp,,18.97,axis & allies collector 's edition,,47.99,"('title',)",1@412
encore software 11430 axis & allies collectors edition win 98 me 2000 xp,,18.97,axis & allies collector 's edition,encore,47.99,"('title', 'manufacturer')",1@412
encore software 11430 axis & allies collectors edition win 98 me 2000 xp,,18.97,axis & allies collector 's edition,,19.99,"('title', 'price')",1@412
sims complete,aspyr media,49.99,aspyr the sims complete collection,encore,19.99,"('title',)",0@784
sims complete,aspyr media,49.99,aspyr the sims complete collection,,19.99,"('title', 'manufacturer')",0@784
sims complete,aspyr media,49.99,aspyr the sims complete collection,encore,47.99,"('title', 'price')",0@784
sims complete,aspyr media,49.99,aspyr the sims complete collection,,29.99,"('title', 'manufacturer')",0@763
sims complete,aspyr media,49.99,aspyr the sims complete collection,git corp,49.99,"('title',)",0@1173
sims complete,aspyr media,49.99,aspyr the sims complete collection,,49.99,"('title', 'manufacturer')",0@1173
sims complete,aspyr media,49.99,aspyr the sims complete collection,git corp,47.99,"('title', 'price')",0@1173
sony pc video game the station access collection dvd-rom,sony-creative-software,4.99,aspyr the sims complete collection,sony-creative-software,47.99,"('manufacturer',)",1@412
sony pc video game the station access collection dvd-rom,sony-creative-software,4.99,station access collection,sony-creative-software,47.99,"('title', 'manufacturer')",1@412
sony pc video game the station access collection dvd-rom,sony-creative-software,4.99,aspyr the sims complete collection,sony-creative-software,29.99,"('manufacturer', 'price')",1@412
sony pc video game the station access collection dvd-rom,sony-creative-software,4.99,the stevie wonder collection,sony-creative-software,34.95,"('manufacturer',)",1@1647
sony pc video game the station access collection dvd-rom,sony-creative-software,4.99,station access collection,sony-creative-software,34.95,"('title', 'manufacturer')",1@1647
adobe dreamweaver cs3 upgrade,adobe,199.0,adobe dreamweaver cs3 upgrade windows,adobe,199.0,"('title',)",0@216
adobe dreamweaver cs3 upgrade,adobe,199.0,adobe dreamweaver cs3 upgrade windows,,199.0,"('title', 'manufacturer')",0@216
adobe dreamweaver cs3 upgrade,adobe,199.0,adobe dreamweaver cs3 upgrade windows,adobe,236.74,"('title', 'price')",0@216
adobe dreamweaver cs3 upgrade,adobe,199.0,adobe dreamweaver cs3 upgrade windows,adobe,199.0,"('title',)",0@593
adobe dreamweaver cs3 upgrade,adobe,199.0,adobe dreamweaver cs3 upgrade windows,,199.0,"('title', 'manufacturer')",0@593
adobe dreamweaver cs3 upgrade,adobe,199.0,adobe dreamweaver cs3 upgrade windows,adobe,236.74,"('title', 'price')",0@593
adobe dreamweaver cs3 upgrade windows,,236.74,adobe dreamweaver cs3 upgrade,,413.99,"('title',)",1@368
adobe dreamweaver cs3 upgrade windows,,236.74,adobe dreamweaver cs3 upgrade,adobe,413.99,"('title', 'manufacturer')",1@368
adobe dreamweaver cs3 upgrade windows,,236.74,adobe dreamweaver cs3 upgrade,,308.99,"('title',)",1@372
adobe dreamweaver cs3 upgrade windows,,236.74,adobe dreamweaver cs3 upgrade,adobe,308.99,"('title', 'manufacturer')",1@372
adobe dreamweaver cs3 upgrade windows,,236.74,adobe dreamweaver cs3 upgrade,,320.25,"('title',)",1@3032
adobe dreamweaver cs3 upgrade windows,,236.74,adobe dreamweaver cs3 upgrade,adobe,320.25,"('title', 'manufacturer')",1@3032
adobe dreamweaver cs3 upgrade windows,,236.74,adobe dreamweaver cs3 upgrade,,1025.99,"('title',)",1@355
adobe dreamweaver cs3 upgrade windows,,236.74,adobe dreamweaver cs3 upgrade,adobe,1025.99,"('title', 'manufacturer')",1@355
punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,,59.97,punch ! professional home design,,46.95,"('title',)",1@1485
punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,,59.97,punch ! professional home design,punch ! software,46.95,"('title', 'manufacturer')",1@1485
punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,,59.97,punch ! professional home design,,89.99,"('title', 'price')",1@1485
punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,,59.97,punch ! professional home design,,36.28,"('title',)",1@107
punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,,59.97,punch ! professional home design,punch ! software,36.28,"('title', 'manufacturer')",1@107
punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,,59.97,punch ! professional home design,,89.99,"('title', 'price')",1@107
punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,,59.97,punch ! professional home design,,15.9,"('title',)",1@2008
punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,,59.97,punch ! professional home design,punch ! software,15.9,"('title', 'manufacturer')",1@2008
punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,,59.97,punch ! professional home design,,89.99,"('title', 'price')",1@2008
punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,,59.97,punch ! professional home design,punch software,45.99,"('title',)",1@2009
punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,,59.97,punch ! professional home design,punch ! software,45.99,"('title', 'manufacturer')",1@2009
punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,,59.97,punch ! professional home design,punch software,89.99,"('title', 'price')",1@2009
punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,,59.97,punch ! professional home design,,84.97,"('title',)",1@2447
punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,,59.97,punch ! professional home design,punch ! software,84.97,"('title', 'manufacturer')",1@2447
punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,,59.97,punch ! professional home design,,89.99,"('title', 'price')",1@2447
clickart 950 000 premier image pack ( dvd-rom ),broderbund,,clickart 950000 premier image pack ( dvd-rom ),scholastic,19.99,"('title',)",0@392
clickart 950 000 premier image pack ( dvd-rom ),broderbund,,clickart 950000 premier image pack ( dvd-rom ),,19.99,"('title', 'manufacturer')",0@392
mike garson mike garson jazzical suite,,25.77,mike garson jazzical suite,,25.77,"('title',)",1@321
mike garson mike garson jazzical suite,,25.77,mike garson jazzical suite,yamaha,25.77,"('title', 'manufacturer')",1@321
mike garson mike garson jazzical suite,,25.77,mike garson jazzical suite,,34.95,"('title', 'price')",1@321
emedia intermediate guitar method win/mac,emedia,59.99,emedia music corp emedia intermediate guitar method,emedia music,,"('title',)",0@657
emedia intermediate guitar method win/mac,emedia,59.99,emedia music corp emedia intermediate guitar method,,,"('title', 'manufacturer')",0@657
emedia intermediate guitar method win/mac,emedia,59.99,emedia music corp emedia intermediate guitar method,emedia music,49.21,"('title', 'price')",0@657
emedia intermediate guitar method win/mac,emedia,59.99,emedia music corp emedia intermediate guitar method,emedia,29.94,"('title',)",0@1332
emedia intermediate guitar method win/mac,emedia,59.99,emedia music corp emedia intermediate guitar method,,29.94,"('title', 'manufacturer')",0@1332
emedia intermediate guitar method win/mac,emedia,59.99,emedia music corp emedia intermediate guitar method,emedia,49.21,"('title', 'price')",0@1332
emedia music corp emedia intermediate guitar method,,49.21,emedia intermediate guitar method win/mac,,24.81,"('title',)",1@878
emedia music corp emedia intermediate guitar method,,49.21,emedia intermediate guitar method win/mac,,59.99,"('title', 'price')",1@878
punch software 42100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc,,108.97,punch ! home design architectural series 18,punch software,35.99,"('title',)",1@783
punch software 42100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc,,108.97,punch ! home design architectural series 18,,45.97,"('title',)",1@2490
punch software 42100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc,,108.97,punch ! home design architectural series 18,punch ! software,45.97,"('title', 'manufacturer')",1@2490
punch ! home design architectural series 18,punch ! software,129.99,punch software 42100 punch ! home design architectural series 18 ( small box ),punch ! software,149.95,"('title',)",0@1195
punch ! home design architectural series 18,punch ! software,129.99,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,149.95,"('title', 'manufacturer')",0@1195
punch ! home design architectural series 18,punch ! software,129.99,punch software 42100 punch ! home design architectural series 18 ( small box ),punch ! software,119.99,"('title', 'price')",0@1195
punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 18,punch software,62.99,"('title',)",1@1083
punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 18,punch ! software,62.99,"('title', 'manufacturer')",1@1083
punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 18,punch software,129.99,"('title', 'price')",1@1083
punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 18,punch software,35.99,"('title',)",1@783
punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 18,punch ! software,35.99,"('title', 'manufacturer')",1@783
punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 18,punch software,129.99,"('title', 'price')",1@783
punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 18,punch software,45.99,"('title',)",1@1062
punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 18,punch ! software,45.99,"('title', 'manufacturer')",1@1062
punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 18,punch software,129.99,"('title', 'price')",1@1062
punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 18,,45.97,"('title',)",1@2490
punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 18,punch ! software,45.97,"('title', 'manufacturer')",1@2490
punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 18,,129.99,"('title', 'price')",1@2490
punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 18,punch software,45.99,"('title',)",1@1039
punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 18,punch ! software,45.99,"('title', 'manufacturer')",1@1039
punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 18,punch software,129.99,"('title', 'price')",1@1039
punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 18,punch software,62.99,"('title',)",1@2399
punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 18,punch ! software,62.99,"('title', 'manufacturer')",1@2399
punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 18,punch software,129.99,"('title', 'price')",1@2399
mcafee virusscan plus 2007 ( pc ),,39.99,mcafee virusscan plus 2007,,49.99,"('title',)",1@3141
mcafee virusscan plus 2007 ( pc ),,39.99,mcafee virusscan plus 2007,mcafee,49.99,"('title', 'manufacturer')",1@3141
mcafee virusscan plus 2007 ( pc ),,39.99,mcafee virusscan plus 2007,,39.99,"('title', 'price')",1@3141
adventure workshop preschool-1st grade 8th edition,encore,19.99,encore inc adventure workshop preschool-1st grade 8th edition,encore software,19.99,"('title',)",0@1064
adventure workshop preschool-1st grade 8th edition,encore,19.99,encore inc adventure workshop preschool-1st grade 8th edition,,19.99,"('title', 'manufacturer')",0@1064
adventure workshop preschool-1st grade 8th edition,encore,19.99,encore inc adventure workshop preschool-1st grade 8th edition,encore software,17.1,"('title', 'price')",0@1064
adventure workshop preschool-1st grade 8th edition,encore,19.99,encore inc adventure workshop preschool-1st grade 8th edition,riverdeep,,"('title',)",0@820
adventure workshop preschool-1st grade 8th edition,encore,19.99,encore inc adventure workshop preschool-1st grade 8th edition,,,"('title', 'manufacturer')",0@820
adventure workshop preschool-1st grade 8th edition,encore,19.99,encore inc adventure workshop preschool-1st grade 8th edition,riverdeep,17.1,"('title', 'price')",0@820
encore inc adventure workshop preschool-1st grade 8th edition,,17.1,adventure workshop preschool-1st grade 8th edition,,25.99,"('title',)",1@1519
encore inc adventure workshop preschool-1st grade 8th edition,,17.1,adventure workshop preschool-1st grade 8th edition,encore,25.99,"('title', 'manufacturer')",1@1519
encore inc adventure workshop preschool-1st grade 8th edition,,17.1,adventure workshop preschool-1st grade 8th edition,,19.99,"('title', 'price')",1@1519
encore inc adventure workshop preschool-1st grade 8th edition,,17.1,adventure workshop preschool-1st grade 8th edition,,18.97,"('title',)",1@2096
encore inc adventure workshop preschool-1st grade 8th edition,,17.1,adventure workshop preschool-1st grade 8th edition,encore,18.97,"('title', 'manufacturer')",1@2096
encore inc adventure workshop preschool-1st grade 8th edition,,17.1,adventure workshop preschool-1st grade 8th edition,,19.99,"('title', 'price')",1@2096
riverdeep adventure workshop 4th-6th grade 8th edition,riverdeep,,encore inc adventure workshop 4th-6th grade 8th edition,encore software,19.99,"('title',)",0@1064
riverdeep adventure workshop 4th-6th grade 8th edition,riverdeep,,encore inc adventure workshop 4th-6th grade 8th edition,,19.99,"('title', 'manufacturer')",0@1064
riverdeep adventure workshop 4th-6th grade 8th edition,riverdeep,,encore inc adventure workshop 4th-6th grade 8th edition,encore software,17.1,"('title', 'price')",0@1064
encore inc adventure workshop 4th-6th grade 8th edition,,17.1,riverdeep adventure workshop 4th-6th grade 8th edition,,17.1,"('title',)",1@185
encore inc adventure workshop 4th-6th grade 8th edition,,17.1,riverdeep adventure workshop 4th-6th grade 8th edition,riverdeep,17.1,"('title', 'manufacturer')",1@185
encore inc adventure workshop 4th-6th grade 8th edition,,17.1,riverdeep adventure workshop 4th-6th grade 8th edition,,,"('title', 'price')",1@185
encore inc adventure workshop 4th-6th grade 8th edition,,17.1,riverdeep adventure workshop 4th-6th grade 8th edition,,16.93,"('title',)",1@703
encore inc adventure workshop 4th-6th grade 8th edition,,17.1,riverdeep adventure workshop 4th-6th grade 8th edition,riverdeep,16.93,"('title', 'manufacturer')",1@703
encore inc adventure workshop 4th-6th grade 8th edition,,17.1,riverdeep adventure workshop 4th-6th grade 8th edition,,,"('title', 'price')",1@703
encore inc adventure workshop 4th-6th grade 8th edition,,17.1,riverdeep adventure workshop 4th-6th grade 8th edition,,17.97,"('title',)",1@2032
encore inc adventure workshop 4th-6th grade 8th edition,,17.1,riverdeep adventure workshop 4th-6th grade 8th edition,riverdeep,17.97,"('title', 'manufacturer')",1@2032
encore inc adventure workshop 4th-6th grade 8th edition,,17.1,riverdeep adventure workshop 4th-6th grade 8th edition,,,"('title', 'price')",1@2032
encore inc adventure workshop 4th-6th grade 8th edition,,17.1,riverdeep adventure workshop 4th-6th grade 8th edition,,17.97,"('title',)",1@2011
encore inc adventure workshop 4th-6th grade 8th edition,,17.1,riverdeep adventure workshop 4th-6th grade 8th edition,riverdeep,17.97,"('title', 'manufacturer')",1@2011
encore inc adventure workshop 4th-6th grade 8th edition,,17.1,riverdeep adventure workshop 4th-6th grade 8th edition,,,"('title', 'price')",1@2011
encore inc adventure workshop 4th-6th grade 8th edition,,17.1,riverdeep adventure workshop 4th-6th grade 8th edition,,17.97,"('title',)",1@2355
encore inc adventure workshop 4th-6th grade 8th edition,,17.1,riverdeep adventure workshop 4th-6th grade 8th edition,riverdeep,17.97,"('title', 'manufacturer')",1@2355
encore inc adventure workshop 4th-6th grade 8th edition,,17.1,riverdeep adventure workshop 4th-6th grade 8th edition,,,"('title', 'price')",1@2355
route 66 mobile 7 usa/cdn for windows mobile 5 ( usa-7100-wms ),,143.04,route 66 mobile 7 usa/cdn for windows mobile 5,,29.95,"('title',)",1@2759
route 66 mobile 7 usa/cdn for windows mobile 5 ( usa-7100-wms ),,143.04,route 66 mobile 7 usa/cdn for windows mobile 5,csdc,29.95,"('title', 'manufacturer')",1@2759
route 66 mobile 7 usa/cdn for windows mobile 5 ( usa-7100-wms ),,143.04,route 66 mobile 7 usa/cdn for windows mobile 5,,149.0,"('title', 'price')",1@2759
route 66 mobile 7 usa/cdn for windows mobile 5 ( usa-7100-wms ),,143.04,route 66 mobile 7 usa/cdn for windows mobile 5,,29.95,"('title',)",1@2174
route 66 mobile 7 usa/cdn for windows mobile 5 ( usa-7100-wms ),,143.04,route 66 mobile 7 usa/cdn for windows mobile 5,csdc,29.95,"('title', 'manufacturer')",1@2174
route 66 mobile 7 usa/cdn for windows mobile 5 ( usa-7100-wms ),,143.04,route 66 mobile 7 usa/cdn for windows mobile 5,,149.0,"('title', 'price')",1@2174
nuance communications inc. dragon ns standard v9,nuance-communications-inc .,92.51,nuance dragon naturallyspeaking v. 9.0 professional upgrade,nuance-communications-inc .,212.62,"('manufacturer',)",1@1908
nuance communications inc. dragon ns standard v9,nuance-communications-inc .,92.51,dragon naturally speaking standard v9,nuance-communications-inc .,212.62,"('title', 'manufacturer')",1@1908
hoyle solitaire ( jewel case ),encore,9.99,encore inc hoyle solitaire,masque publishing,,"('title',)",0@1315
hoyle solitaire ( jewel case ),encore,9.99,encore inc hoyle solitaire,,,"('title', 'manufacturer')",0@1315
hoyle solitaire ( jewel case ),encore,9.99,encore inc hoyle solitaire,masque publishing,7.83,"('title', 'price')",0@1315
madison media software aspvms8000 acad vegas movie studio + dvd 8 platinum,sony-pictures-digital-entertainment,81.97,sony vegas movie studio 7 + dvd platinum edition academic,sony-pictures-digital-entertainment,92.99,"('manufacturer',)",1@1140
madison media software aspvms8000 acad vegas movie studio + dvd 8 platinum,sony-pictures-digital-entertainment,81.97,acad vegas movie studio + dvd 8 platinum,sony-pictures-digital-entertainment,92.99,"('title', 'manufacturer')",1@1140
madison media software aspvms8000 acad vegas movie studio + dvd 8 platinum,sony-pictures-digital-entertainment,81.97,sony vegas movie studio 7 + dvd platinum edition academic,sony-pictures-digital-entertainment,,"('manufacturer', 'price')",1@1140
madison media software aspvms8000 acad vegas movie studio + dvd 8 platinum,sony-pictures-digital-entertainment,81.97,acad vegas movie studio + dvd 8 platinum,sony creative software,92.99,"('title',)",1@9
madison media software aspvms8000 acad vegas movie studio + dvd 8 platinum,sony-pictures-digital-entertainment,81.97,vegas movie studiodvd +8 plat,sony-pictures-digital-entertainment,92.99,"('manufacturer',)",1@9
madison media software aspvms8000 acad vegas movie studio + dvd 8 platinum,sony-pictures-digital-entertainment,81.97,acad vegas movie studio + dvd 8 platinum,sony-pictures-digital-entertainment,92.99,"('title', 'manufacturer')",1@9
madison media software aspvms8000 acad vegas movie studio + dvd 8 platinum,sony-pictures-digital-entertainment,81.97,acad vegas movie studio + dvd 8 platinum,sony creative software,,"('title', 'price')",1@9
madison media software aspvms8000 acad vegas movie studio + dvd 8 platinum,sony-pictures-digital-entertainment,81.97,vegas movie studiodvd +8 plat,sony-pictures-digital-entertainment,,"('manufacturer', 'price')",1@9
encore software 10075 encore mavis beacon teaches typing v. 17.0 standard typing tutor pc mac,,18.97,mavis beacon teaches typing 17 standard,,34.9,"('title',)",1@2027
encore software 10075 encore mavis beacon teaches typing v. 17.0 standard typing tutor pc mac,,18.97,mavis beacon teaches typing 17 standard,encore software,34.9,"('title', 'manufacturer')",1@2027
encore software 10075 encore mavis beacon teaches typing v. 17.0 standard typing tutor pc mac,,18.97,mavis beacon teaches typing 17 standard,,19.99,"('title', 'price')",1@2027
jumpstart learning games phonics ( pc & mac ),knowledge adventure,9.99,jumpstart phonics ( jc ),knowledge adventure,19.99,"('title',)",0@601
jumpstart learning games phonics ( pc & mac ),knowledge adventure,9.99,jumpstart phonics ( jc ),,19.99,"('title', 'manufacturer')",0@601
jumpstart learning games phonics ( pc & mac ),knowledge adventure,9.99,jumpstart phonics ( jc ),knowledge adventure,9.9,"('title', 'price')",0@601
jumpstart learning games phonics ( pc & mac ),knowledge adventure,9.99,jumpstart phonics ( jc ),knowledge adventure,19.99,"('title',)",0@1326
jumpstart learning games phonics ( pc & mac ),knowledge adventure,9.99,jumpstart phonics ( jc ),,19.99,"('title', 'manufacturer')",0@1326
jumpstart learning games phonics ( pc & mac ),knowledge adventure,9.99,jumpstart phonics ( jc ),knowledge adventure,9.9,"('title', 'price')",0@1326
jumpstart kindergarten,knowledge adventure,19.99,jumpstart kindergarten ( jc ),knowledge adventure,,"('title',)",0@444
jumpstart kindergarten,knowledge adventure,19.99,jumpstart kindergarten ( jc ),,,"('title', 'manufacturer')",0@444
jumpstart kindergarten,knowledge adventure,19.99,jumpstart kindergarten ( jc ),knowledge adventure,9.9,"('title', 'price')",0@444
jumpstart kindergarten ( jc ),,9.9,jumpstart kindergarten,,9.9,"('title',)",1@2105
jumpstart kindergarten ( jc ),,9.9,jumpstart kindergarten,knowledge adventure,9.9,"('title', 'manufacturer')",1@2105
jumpstart kindergarten ( jc ),,9.9,jumpstart kindergarten,,19.99,"('title', 'price')",1@2105
topics entertainment reference success deluxe 2006,,22.9,reference success deluxe 2006,,31.06,"('title',)",1@548
topics entertainment reference success deluxe 2006,,22.9,reference success deluxe 2006,topics entertainment,31.06,"('title', 'manufacturer')",1@548
